candidate_key,C,pca_components,pca_whiten,gold_multiplier,wet_cost,dataset,subgroup,recording_count,dry_count,wet_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p3,0.001,128,False,1.0,1.3,train_oof,all,1623,1247,376,0.5536526188183823,0.6894639556377079,0.6455877083724342,0.6197338668888162,0.8468720821661998,0.38405797101449274,0.7273456295108259,0.5638297872340425,0.6827769625825385,0.3792881828149037,907,340,164,212
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p3,0.001,128,False,1.0,1.3,train_oof,weak_all,1561,1191,370,0.5536526188183823,0.6860986547085202,0.6424501327523997,0.6185224271248115,0.8412852969814996,0.38764044943820225,0.72544080604534,0.5594594594594594,0.6789434270542584,0.3797486192850718,864,327,163,207
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p3,0.001,128,False,1.0,1.3,train_oof,gold_all,62,56,6,0.5536526188183823,0.7741935483870968,0.8005952380952381,0.6383333333333333,0.9772727272727273,0.2777777777777778,0.7678571428571429,0.8333333333333334,0.8422619047619048,0.5892242862057103,43,13,1,5
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p3,0.001,128,False,1.0,1.3,train_oof,gold_3_of_4,31,28,3,0.5536526188183823,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.75,0.48120300751879697,23,5,1,2
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p3,0.001,128,False,1.0,1.3,train_oof,gold_4_of_4,31,28,3,0.5536526188183823,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9404761904761905,0.7916666666666666,20,8,0,3
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p5,0.001,128,False,1.0,1.5,train_oof,all,1623,1247,376,0.5629456839563542,0.6925446703635243,0.6475925199201488,0.6222815884678581,0.8475836431226765,0.3875685557586837,0.731355252606255,0.5638297872340425,0.682482639185108,0.3788463494394625,912,335,164,212
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p5,0.001,128,False,1.0,1.5,train_oof,weak_all,1561,1191,370,0.5629456839563542,0.6893017296604741,0.644549209158781,0.6211690202088891,0.8420542635658915,0.391304347826087,0.7296389588581025,0.5594594594594594,0.6787369233213062,0.37947260189520887,869,322,163,207
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p5,0.001,128,False,1.0,1.5,train_oof,gold_all,62,56,6,0.5629456839563542,0.7741935483870968,0.8005952380952381,0.6383333333333333,0.9772727272727273,0.2777777777777778,0.7678571428571429,0.8333333333333334,0.8422619047619048,0.5892242862057103,43,13,1,5
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p5,0.001,128,False,1.0,1.5,train_oof,gold_3_of_4,31,28,3,0.5629456839563542,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.75,0.48120300751879697,23,5,1,2
logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1p5,0.001,128,False,1.0,1.5,train_oof,gold_4_of_4,31,28,3,0.5629456839563542,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9404761904761905,0.7916666666666666,20,8,0,3
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1,0.001,128,False,1.5,1.0,train_oof,all,1623,1247,376,0.5430145034265761,0.6956253850893407,0.644953206845365,0.6223277171271051,0.845096241979835,0.3890977443609023,0.739374498797113,0.550531914893617,0.68427630568684,0.38077595505242806,922,325,169,207
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1,0.001,128,False,1.5,1.0,train_oof,weak_all,1561,1191,370,0.5430145034265761,0.6925048046124279,0.6429221412848616,0.621785112887008,0.8401913875598086,0.39341085271317827,0.7371956339210747,0.5486486486486486,0.6801892572673429,0.3810837811005223,878,313,167,203
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1,0.001,128,False,1.5,1.0,train_oof,gold_all,62,56,6,0.5430145034265761,0.7741935483870968,0.7261904761904762,0.6131907308377897,0.9565217391304348,0.25,0.7857142857142857,0.6666666666666666,0.8482142857142857,0.5906862745098038,44,12,2,4
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1,0.001,128,False,1.5,1.0,train_oof,gold_3_of_4,31,28,3,0.5430145034265761,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.7738095238095237,0.5,24,4,2,1
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1,0.001,128,False,1.5,1.0,train_oof,gold_4_of_4,31,28,3,0.5430145034265761,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9404761904761905,0.7916666666666666,20,8,0,3
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p15,0.001,128,False,1.5,1.15,train_oof,all,1623,1247,376,0.5510686083454099,0.6956253850893407,0.644953206845365,0.6223277171271051,0.845096241979835,0.3890977443609023,0.739374498797113,0.550531914893617,0.6841099489839444,0.3807409441087911,922,325,169,207
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p15,0.001,128,False,1.5,1.15,train_oof,weak_all,1561,1191,370,0.5510686083454099,0.6925048046124279,0.6429221412848616,0.621785112887008,0.8401913875598086,0.39341085271317827,0.7371956339210747,0.5486486486486486,0.6800803322213902,0.38109922589967143,878,313,167,203
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p15,0.001,128,False,1.5,1.15,train_oof,gold_all,62,56,6,0.5510686083454099,0.7741935483870968,0.7261904761904762,0.6131907308377897,0.9565217391304348,0.25,0.7857142857142857,0.6666666666666666,0.8422619047619048,0.5892242862057103,44,12,2,4
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p15,0.001,128,False,1.5,1.15,train_oof,gold_3_of_4,31,28,3,0.5510686083454099,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.7619047619047619,0.49707602339181284,24,4,2,1
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p15,0.001,128,False,1.5,1.15,train_oof,gold_4_of_4,31,28,3,0.5510686083454099,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9404761904761905,0.7916666666666666,20,8,0,3
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p3,0.001,128,False,1.5,1.3,train_oof,all,1623,1247,376,0.5539408684544631,0.6900800985828712,0.6459886706819772,0.6202427952010338,0.8470149253731343,0.38475499092558985,0.7281475541299118,0.5638297872340425,0.6840694261973417,0.3807073340331686,908,339,164,212
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p3,0.001,128,False,1.5,1.3,train_oof,weak_all,1561,1191,370,0.5539408684544631,0.6860986547085202,0.6424501327523997,0.6185224271248115,0.8412852969814996,0.38764044943820225,0.72544080604534,0.5594594594594594,0.6800939478521343,0.38111954979366336,864,327,163,207
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p3,0.001,128,False,1.5,1.3,train_oof,gold_all,62,56,6,0.5539408684544631,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8422619047619048,0.5892242862057103,44,12,1,5
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p3,0.001,128,False,1.5,1.3,train_oof,gold_3_of_4,31,28,3,0.5539408684544631,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.7619047619047619,0.49707602339181284,24,4,1,2
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p3,0.001,128,False,1.5,1.3,train_oof,gold_4_of_4,31,28,3,0.5539408684544631,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9404761904761905,0.7916666666666666,20,8,0,3
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p5,0.001,128,False,1.5,1.5,train_oof,all,1623,1247,376,0.5591471348617088,0.6888478126925447,0.6479732208363903,0.6206864634843355,0.8486842105263158,0.38461538461538464,0.7241379310344828,0.5718085106382979,0.6835788872016243,0.38024435657422345,903,344,161,215
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p5,0.001,128,False,1.5,1.5,train_oof,weak_all,1561,1191,370,0.5591471348617088,0.6848174247277387,0.6444051104000725,0.6189509407001668,0.8429833169774289,0.3874538745387454,0.7212426532325776,0.5675675675675675,0.6797195180066716,0.38076732386262857,859,332,160,210
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p5,0.001,128,False,1.5,1.5,train_oof,gold_all,62,56,6,0.5591471348617088,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8422619047619048,0.5892242862057103,44,12,1,5
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p5,0.001,128,False,1.5,1.5,train_oof,gold_3_of_4,31,28,3,0.5591471348617088,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.7619047619047619,0.49707602339181284,24,4,1,2
logistic_regression__C0.001__pca128__no_whiten__gold1p5__wetcost1p5,0.001,128,False,1.5,1.5,train_oof,gold_4_of_4,31,28,3,0.5591471348617088,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9404761904761905,0.7916666666666666,20,8,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1,0.001,64,False,1.0,1.0,train_oof,all,1623,1247,376,0.5343968740136531,0.6931608133086876,0.6507799570031907,0.6242608446639493,0.8496732026143791,0.3894927536231884,0.7297514033680834,0.5718085106382979,0.6832312443481376,0.38104050259088473,910,337,161,215
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1,0.001,64,False,1.0,1.0,train_oof,weak_all,1561,1191,370,0.5343968740136531,0.6893017296604741,0.6473438173690063,0.6226621510826685,0.8440545808966862,0.3925233644859813,0.727120067170445,0.5675675675675675,0.679660516940114,0.3815107551446658,866,325,160,210
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1,0.001,64,False,1.0,1.0,train_oof,gold_all,62,56,6,0.5343968740136531,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8244047619047619,0.5957587382779198,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1,0.001,64,False,1.0,1.0,train_oof,gold_3_of_4,31,28,3,0.5343968740136531,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1,0.001,64,False,1.0,1.0,train_oof,gold_4_of_4,31,28,3,0.5343968740136531,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p15,0.001,64,False,1.0,1.15,train_oof,all,1623,1247,376,0.5458943763000876,0.6950092421441775,0.6482675442338208,0.6238293612424632,0.8475046210720887,0.3900184842883549,0.7353648757016841,0.5611702127659575,0.6832248460134108,0.38073739645529003,917,330,165,211
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p15,0.001,64,False,1.0,1.15,train_oof,weak_all,1561,1191,370,0.5458943763000876,0.6912235746316464,0.6448771189325345,0.6222562947075858,0.8418514946962391,0.3931297709923664,0.7329974811083123,0.5567567567567567,0.6796945560169741,0.3812618124876008,873,318,164,206
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p15,0.001,64,False,1.0,1.15,train_oof,gold_all,62,56,6,0.5458943763000876,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8244047619047619,0.5957587382779198,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p15,0.001,64,False,1.0,1.15,train_oof,gold_3_of_4,31,28,3,0.5458943763000876,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p15,0.001,64,False,1.0,1.15,train_oof,gold_4_of_4,31,28,3,0.5458943763000876,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p3,0.001,64,False,1.0,1.3,train_oof,all,1623,1247,376,0.5546256357742827,0.6987060998151571,0.6506733180910782,0.6269026906451484,0.8483455882352942,0.394392523364486,0.7401764234161988,0.5611702127659575,0.6831011448753603,0.3802819210995844,923,324,165,211
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p3,0.001,64,False,1.0,1.3,train_oof,weak_all,1561,1191,370,0.5546256357742827,0.695067264573991,0.6473960106201919,0.6254466194036471,0.8427612655800575,0.39768339768339767,0.7380352644836272,0.5567567567567567,0.6796332856786258,0.380872967028576,879,312,164,206
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p3,0.001,64,False,1.0,1.3,train_oof,gold_all,62,56,6,0.5546256357742827,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8244047619047619,0.5957587382779198,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p3,0.001,64,False,1.0,1.3,train_oof,gold_3_of_4,31,28,3,0.5546256357742827,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p3,0.001,64,False,1.0,1.3,train_oof,gold_4_of_4,31,28,3,0.5546256357742827,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p5,0.001,64,False,1.0,1.5,train_oof,all,1623,1247,376,0.5634086753571146,0.6974738139248305,0.6498713934719924,0.6258769246803682,0.8480662983425414,0.3929236499068901,0.7385725741780272,0.5611702127659575,0.6830350287498508,0.37962292976224077,921,326,165,211
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p5,0.001,64,False,1.0,1.5,train_oof,weak_all,1561,1191,370,0.5634086753571146,0.6937860345932095,0.6465563800576395,0.6243818211107084,0.8424591738712777,0.39615384615384613,0.7363560033585222,0.5567567567567567,0.6796446320375791,0.3805047931013069,877,314,164,206
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p5,0.001,64,False,1.0,1.5,train_oof,gold_all,62,56,6,0.5634086753571146,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8244047619047619,0.5957587382779198,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p5,0.001,64,False,1.0,1.5,train_oof,gold_3_of_4,31,28,3,0.5634086753571146,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p5,0.001,64,False,1.0,1.5,train_oof,gold_4_of_4,31,28,3,0.5634086753571146,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1,0.001,64,False,1.5,1.0,train_oof,all,1623,1247,376,0.5335386073504829,0.6931608133086876,0.6535664317766896,0.6257057489830546,0.8516431924882629,0.3906810035842294,0.7273456295108259,0.5797872340425532,0.6838604139296012,0.3822851459859041,907,340,158,218
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1,0.001,64,False,1.5,1.0,train_oof,weak_all,1561,1191,370,0.5335386073504829,0.6893017296604741,0.6501384255792316,0.6241301227621001,0.846078431372549,0.39371534195933455,0.7246011754827876,0.5756756756756757,0.6802051421698776,0.3826397860775189,863,328,157,213
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1,0.001,64,False,1.5,1.0,train_oof,gold_all,62,56,6,0.5335386073504829,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8273809523809523,0.6031661456853272,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1,0.001,64,False,1.5,1.0,train_oof,gold_3_of_4,31,28,3,0.5335386073504829,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1,0.001,64,False,1.5,1.0,train_oof,gold_4_of_4,31,28,3,0.5335386073504829,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9642857142857143,0.8333333333333333,21,7,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p15,0.001,64,False,1.5,1.15,train_oof,all,1623,1247,376,0.544110539063188,0.6937769562538509,0.6493232694637343,0.6237954899168847,0.8485130111524164,0.38939670932358317,0.7321571772253408,0.5664893617021277,0.6840331689672234,0.38224307827857906,913,334,163,213
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p15,0.001,64,False,1.5,1.15,train_oof,weak_all,1561,1191,370,0.544110539063188,0.6899423446508648,0.6459005605101323,0.6222002200220023,0.8428709990300679,0.39245283018867927,0.7296389588581025,0.5621621621621622,0.6804229922617833,0.3826222846643542,869,322,162,208
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p15,0.001,64,False,1.5,1.15,train_oof,gold_all,62,56,6,0.544110539063188,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8214285714285714,0.5952962035878181,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p15,0.001,64,False,1.5,1.15,train_oof,gold_3_of_4,31,28,3,0.544110539063188,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p15,0.001,64,False,1.5,1.15,train_oof,gold_4_of_4,31,28,3,0.544110539063188,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p3,0.001,64,False,1.5,1.3,train_oof,all,1623,1247,376,0.5507077857969398,0.6931608133086876,0.649851132078691,0.6237739256721532,0.8490214352283317,0.3890909090909091,0.7305533279871692,0.5691489361702128,0.6840331689672235,0.381962604363121,911,336,162,214
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p3,0.001,64,False,1.5,1.3,train_oof,weak_all,1561,1191,370,0.5507077857969398,0.6893017296604741,0.6464122812989312,0.6221672588043361,0.8433852140077821,0.3921200750469043,0.7279596977329975,0.5648648648648649,0.6804797240565502,0.38242333469859907,867,324,161,209
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p3,0.001,64,False,1.5,1.3,train_oof,gold_all,62,56,6,0.5507077857969398,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8214285714285714,0.5952962035878181,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p3,0.001,64,False,1.5,1.3,train_oof,gold_3_of_4,31,28,3,0.5507077857969398,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p3,0.001,64,False,1.5,1.3,train_oof,gold_4_of_4,31,28,3,0.5507077857969398,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p5,0.001,64,False,1.5,1.5,train_oof,all,1623,1247,376,0.5633106590491248,0.696241528034504,0.6472118190039072,0.6238507699142294,0.8465073529411765,0.39065420560747666,0.7385725741780272,0.5558510638297872,0.6838156255865142,0.38098127883158245,921,326,167,209
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p5,0.001,64,False,1.5,1.5,train_oof,weak_all,1561,1191,370,0.5633106590491248,0.6925048046124279,0.6438536773549368,0.6222991120036778,0.840843720038351,0.3938223938223938,0.7363560033585222,0.5513513513513514,0.6803367599337372,0.38176865075468636,877,314,166,204
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p5,0.001,64,False,1.5,1.5,train_oof,gold_all,62,56,6,0.5633106590491248,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8214285714285714,0.5952962035878181,44,12,1,5
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p5,0.001,64,False,1.5,1.5,train_oof,gold_3_of_4,31,28,3,0.5633106590491248,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.6904761904761905,0.47023809523809523,23,5,1,2
logistic_regression__C0.001__pca64__no_whiten__gold1p5__wetcost1p5,0.001,64,False,1.5,1.5,train_oof,gold_4_of_4,31,28,3,0.5633106590491248,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.0003__pca64__no_whiten__gold1__wetcost1,0.0003,64,False,1.0,1.0,train_oof,all,1623,1247,376,0.5369963217661129,0.6913123844731978,0.6449329454520636,0.6202710938320899,0.8460111317254174,0.3853211009174312,0.731355252606255,0.5585106382978723,0.6817148390178982,0.37840533986562047,912,335,166,210
logistic_regression__C0.0003__pca64__no_whiten__gold1__wetcost1,0.0003,64,False,1.0,1.0,train_oof,weak_all,1561,1191,370,0.5369963217661129,0.6873798846893018,0.641426691174802,0.6185728477351748,0.8402710551790901,0.38825757575757575,0.7287993282955499,0.5540540540540541,0.6780833730455897,0.37793173100945193,868,323,165,205
logistic_regression__C0.0003__pca64__no_whiten__gold1__wetcost1,0.0003,64,False,1.0,1.0,train_oof,gold_all,62,56,6,0.5369963217661129,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8273809523809523,0.6388722155528878,44,12,1,5
logistic_regression__C0.0003__pca64__no_whiten__gold1__wetcost1,0.0003,64,False,1.0,1.0,train_oof,gold_3_of_4,31,28,3,0.5369963217661129,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.6904761904761905,0.48444444444444446,24,4,1,2
