uuid_segmento,original_uuid,split,fold,cough_type,stage2_target,cough_type_consensus,segment_duration,peak_amplitude,detected_event_count,output_event_count,fallback_used,segmentation_config,segmentation_method,enforce_non_overlap
1d1dd53c-0b98-4ebd-a34b-e168bff6b7da_seg_0,1d1dd53c-0b98-4ebd-a34b-e168bff6b7da,train,0,dry,0,weak_expert,5.4,0.9323372840881348,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
1fb47adc-d640-4c2b-a6f2-7e1078caad81_seg_0,1fb47adc-d640-4c2b-a6f2-7e1078caad81,train,0,dry,0,weak_expert,4.86,0.85338294506073,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
24dc7236-522f-4120-b76d-65538ab32b5b_seg_0,24dc7236-522f-4120-b76d-65538ab32b5b,train,0,dry,0,weak_expert,9.78,0.7784653902053833,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
25a6fb1b-a42c-4728-a2bf-d0613e17d1d7_seg_0,25a6fb1b-a42c-4728-a2bf-d0613e17d1d7,train,0,dry,0,weak_expert,9.84,0.9340416193008423,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
26abd7b6-569b-41ed-955e-0481ed0368dd_seg_0,26abd7b6-569b-41ed-955e-0481ed0368dd,train,0,dry,0,weak_expert,9.84,0.8908397555351257,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
271dc530-49dd-4f49-913d-28475b4a150b_seg_0,271dc530-49dd-4f49-913d-28475b4a150b,train,0,dry,0,weak_expert,7.08,1.0055303573608398,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
274fee77-6d89-4b0f-962e-28969658b430_seg_0,274fee77-6d89-4b0f-962e-28969658b430,train,0,dry,0,weak_expert,9.9,0.7415761947631836,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
27a23047-925b-4b76-879b-eaeab82e0857_seg_0,27a23047-925b-4b76-879b-eaeab82e0857,train,0,dry,0,weak_expert,9.36,0.7884305119514465,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
28757e31-b8f6-408c-982e-a016170ab3ef_seg_0,28757e31-b8f6-408c-982e-a016170ab3ef,train,0,dry,0,weak_expert,6.78,0.8375757932662964,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
28c76cca-15d8-490a-a785-9bbb5c21fd26_seg_0,28c76cca-15d8-490a-a785-9bbb5c21fd26,train,0,dry,0,weak_expert,4.92,0.791865348815918,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
28de464d-b466-45cc-849d-a1c138c96767_seg_0,28de464d-b466-45cc-849d-a1c138c96767,train,0,dry,0,weak_expert,9.84,0.9534268379211426,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
29121026-d6b2-4203-8491-227353a60348_seg_0,29121026-d6b2-4203-8491-227353a60348,train,0,dry,0,weak_expert,9.9,0.8655216693878174,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2b243e9c-37f2-4552-ac69-4cdf0e070b9a_seg_0,2b243e9c-37f2-4552-ac69-4cdf0e070b9a,train,0,dry,0,weak_expert,9.96,0.7949004173278809,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2baa4845-c6e6-44a6-b4f3-f239be93bfa7_seg_0,2baa4845-c6e6-44a6-b4f3-f239be93bfa7,train,0,dry,0,weak_expert,9.84,0.9210073947906494,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2bcd2201-d3ec-466d-a0a1-1305a46aa74a_seg_0,2bcd2201-d3ec-466d-a0a1-1305a46aa74a,train,0,dry,0,weak_expert,4.92,0.7925828695297241,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2c148a1a-099b-48dd-97c2-437ecb15d430_seg_0,2c148a1a-099b-48dd-97c2-437ecb15d430,train,0,dry,0,weak_expert,6.66,0.7602744102478027,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2d79341b-2ce5-4c6b-82d0-599626f629d6_seg_0,2d79341b-2ce5-4c6b-82d0-599626f629d6,train,0,dry,0,weak_expert,9.78,0.922505259513855,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2de41de6-fd3d-4948-adca-78ae50b9bb97_seg_0,2de41de6-fd3d-4948-adca-78ae50b9bb97,train,0,dry,0,weak_expert,9.84,0.854987621307373,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2e5be083-a771-4769-99b6-ac9a0473755b_seg_0,2e5be083-a771-4769-99b6-ac9a0473755b,train,0,dry,0,weak_expert,9.9,0.9215227365493774,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
30c7cf4c-a067-4349-99dc-c6fcfea194e0_seg_0,30c7cf4c-a067-4349-99dc-c6fcfea194e0,train,0,dry,0,weak_expert,2.34,1.024680256843567,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
31a557c8-eaf3-4ab7-b374-5b8b659222c8_seg_0,31a557c8-eaf3-4ab7-b374-5b8b659222c8,train,0,dry,0,weak_expert,6.6,0.6329481601715088,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
31f74e48-2e55-4167-980d-d328138a71a9_seg_0,31f74e48-2e55-4167-980d-d328138a71a9,train,0,dry,0,weak_expert,6.6,0.9588699340820312,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
332ab58f-9728-4cea-9960-c49151120510_seg_0,332ab58f-9728-4cea-9960-c49151120510,train,0,dry,0,weak_expert,5.96,0.926565408706665,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
338ffa66-a7e2-488a-b5a9-d7b808731922_seg_0,338ffa66-a7e2-488a-b5a9-d7b808731922,train,0,dry,0,weak_expert,9.84,0.9330416917800903,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
34191fb6-7fb8-4cbf-a5cf-ea458bf4107b_seg_0,34191fb6-7fb8-4cbf-a5cf-ea458bf4107b,train,0,dry,0,weak_expert,10.0,0.8645707368850708,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3483aaf8-14e4-44ac-8b20-6f1a05cfa822_seg_0,3483aaf8-14e4-44ac-8b20-6f1a05cfa822,train,0,dry,0,weak_expert,5.04,0.9181610345840454,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
349e4ca9-fffa-45ea-95e2-c0843f852555_seg_0,349e4ca9-fffa-45ea-95e2-c0843f852555,train,0,dry,0,weak_expert,9.84,0.9332811832427979,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3722d824-c4bc-489d-8a8f-6bb171129e19_seg_0,3722d824-c4bc-489d-8a8f-6bb171129e19,train,0,dry,0,weak_expert,9.6,0.8545148372650146,6,6,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
377c3a4c-b901-49c0-9337-e87560b523d4_seg_0,377c3a4c-b901-49c0-9337-e87560b523d4,train,0,dry,0,weak_expert,9.78,0.9862591624259949,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
37ac823b-4e39-4e85-a6c1-5e1e79979a13_seg_0,37ac823b-4e39-4e85-a6c1-5e1e79979a13,train,0,dry,0,gold_expert,9.84,1.0000728368759155,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3938fac1-ae70-4148-90ea-59abb26459c1_seg_0,3938fac1-ae70-4148-90ea-59abb26459c1,train,0,dry,0,weak_expert,2.1,0.7506482601165771,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3960bb7b-56e2-4cad-aa5f-8849b99b5bf5_seg_0,3960bb7b-56e2-4cad-aa5f-8849b99b5bf5,train,0,dry,0,weak_expert,9.96,0.7939306497573853,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3aac052c-4344-4350-a877-59f8a5270b02_seg_0,3aac052c-4344-4350-a877-59f8a5270b02,train,0,dry,0,weak_expert,9.66,0.8054676651954651,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3be5af36-9e52-465a-81a6-da1c60d350f5_seg_0,3be5af36-9e52-465a-81a6-da1c60d350f5,train,0,dry,0,weak_expert,9.9,0.813127338886261,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3c3e2950-ff3d-4db5-b079-6db5182f3f92_seg_0,3c3e2950-ff3d-4db5-b079-6db5182f3f92,train,0,dry,0,weak_expert,9.84,0.8096207976341248,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3d74c62a-40cb-4f3f-8851-d3aae9e44b48_seg_0,3d74c62a-40cb-4f3f-8851-d3aae9e44b48,train,0,dry,0,weak_expert,5.46,0.9574949741363525,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3e051a0d-5f5e-4ec6-b0e9-6a97c809cc92_seg_0,3e051a0d-5f5e-4ec6-b0e9-6a97c809cc92,train,0,dry,0,weak_expert,9.96,0.1353171169757843,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3e1be8df-6634-44ef-b0a1-a4ab499f2959_seg_0,3e1be8df-6634-44ef-b0a1-a4ab499f2959,train,0,dry,0,weak_expert,9.84,1.0510905981063843,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3e80334d-1d97-4dc5-a17a-affd1f06011e_seg_0,3e80334d-1d97-4dc5-a17a-affd1f06011e,train,0,dry,0,weak_expert,2.46,0.7241086959838867,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
41ef8038-b679-44e0-85f2-da3e81e21091_seg_0,41ef8038-b679-44e0-85f2-da3e81e21091,train,0,dry,0,weak_expert,6.6,0.8537280559539795,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
424784ac-85a8-4b14-8447-fce82be45f62_seg_0,424784ac-85a8-4b14-8447-fce82be45f62,train,0,dry,0,weak_expert,9.06,1.0219992399215698,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
439daf49-ca13-413b-80e8-a8b6928db817_seg_0,439daf49-ca13-413b-80e8-a8b6928db817,train,0,dry,0,weak_expert,9.9,0.8281130790710449,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
444d9701-cc2f-4dc7-87ff-4f6ada471c3e_seg_0,444d9701-cc2f-4dc7-87ff-4f6ada471c3e,train,0,dry,0,weak_expert,3.66,0.761124312877655,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
456005c3-f550-4770-a091-befce2a7d630_seg_0,456005c3-f550-4770-a091-befce2a7d630,train,0,dry,0,weak_expert,9.9,0.9997004866600037,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4619f7e8-fae5-4477-971c-0568ede350a2_seg_0,4619f7e8-fae5-4477-971c-0568ede350a2,train,0,dry,0,weak_expert,9.3,0.9596937298774719,6,6,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
47b47be2-59eb-4ae8-b0ca-e4180f04896c_seg_0,47b47be2-59eb-4ae8-b0ca-e4180f04896c,train,0,dry,0,weak_expert,5.22,0.8871560096740723,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
48ff5e27-832e-4450-9ea5-288a0e6967db_seg_0,48ff5e27-832e-4450-9ea5-288a0e6967db,train,0,dry,0,weak_expert,9.9,0.7595921754837036,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
491018d6-fe1e-4b24-9c42-70971ec93615_seg_0,491018d6-fe1e-4b24-9c42-70971ec93615,train,0,dry,0,weak_expert,9.78,1.000634789466858,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
49114698-8b5c-40e3-9645-b6a5223658d8_seg_0,49114698-8b5c-40e3-9645-b6a5223658d8,train,0,dry,0,weak_expert,6.48,0.7801429033279419,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4b9df238-0be3-43bd-aac2-719cf69c853c_seg_0,4b9df238-0be3-43bd-aac2-719cf69c853c,train,0,dry,0,weak_expert,6.12,0.7761231660842896,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4bc5287f-92ae-400e-93b2-037163281e89_seg_0,4bc5287f-92ae-400e-93b2-037163281e89,train,0,dry,0,weak_expert,9.78,0.8385649919509888,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4d6cdc78-b5f1-4568-bea9-ae1a49c34ee7_seg_0,4d6cdc78-b5f1-4568-bea9-ae1a49c34ee7,train,0,dry,0,weak_expert,7.5,1.032926082611084,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4dba41ae-c9c3-4bf3-a5fb-8d8d2b8809c9_seg_0,4dba41ae-c9c3-4bf3-a5fb-8d8d2b8809c9,train,0,dry,0,gold_expert,9.78,0.9025209546089172,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
545c655f-89ef-41c5-919a-11b2a09b0e49_seg_0,545c655f-89ef-41c5-919a-11b2a09b0e49,train,0,dry,0,weak_expert,6.3,0.43672364950180054,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
56db4bed-54ee-4560-b962-cbab7d552621_seg_0,56db4bed-54ee-4560-b962-cbab7d552621,train,0,dry,0,weak_expert,9.66,0.8267258405685425,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5969183f-bfad-4b72-b11e-5c459b752adc_seg_0,5969183f-bfad-4b72-b11e-5c459b752adc,train,0,dry,0,weak_expert,9.96,0.9434427618980408,6,6,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
59ce4d68-d3d6-48c8-9df7-fcd6621899d6_seg_0,59ce4d68-d3d6-48c8-9df7-fcd6621899d6,train,0,dry,0,weak_expert,9.96,0.9144641160964966,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5b2342d2-01f8-4ad7-bf13-217601cd3c13_seg_0,5b2342d2-01f8-4ad7-bf13-217601cd3c13,train,0,dry,0,weak_expert,8.16,0.8452053666114807,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5b306faa-b133-4029-a3b7-26a121ae6a0c_seg_0,5b306faa-b133-4029-a3b7-26a121ae6a0c,train,0,dry,0,weak_expert,9.6,0.959215521812439,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5c4b21f1-e8d1-4133-9f78-76b3ef3c5f18_seg_0,5c4b21f1-e8d1-4133-9f78-76b3ef3c5f18,train,0,dry,0,weak_expert,9.96,1.0097228288650513,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5c4d833f-64ac-4ec0-82d9-3327020c870f_seg_0,5c4d833f-64ac-4ec0-82d9-3327020c870f,train,0,dry,0,weak_expert,9.84,0.7049659490585327,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5c8604ef-6403-454a-b8ec-0151a37d6ef6_seg_0,5c8604ef-6403-454a-b8ec-0151a37d6ef6,train,0,dry,0,weak_expert,9.9,0.9678691625595093,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5cc60202-8998-426d-8e01-e05fc091f7ed_seg_0,5cc60202-8998-426d-8e01-e05fc091f7ed,train,0,dry,0,weak_expert,9.3,1.034635066986084,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5e0b6e89-d9b6-4cca-984d-cdcae3fdd4c0_seg_0,5e0b6e89-d9b6-4cca-984d-cdcae3fdd4c0,train,0,dry,0,weak_expert,9.9,1.0094318389892578,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5f081467-1e54-4162-8cb2-1c2d11a26edf_seg_0,5f081467-1e54-4162-8cb2-1c2d11a26edf,train,0,dry,0,weak_expert,9.9,0.6392719149589539,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5f0a1915-2cd5-41fb-9887-e17ab27b515e_seg_0,5f0a1915-2cd5-41fb-9887-e17ab27b515e,train,0,dry,0,weak_expert,9.78,0.8251466155052185,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5fe2cece-1061-4f53-b4ac-64a07efc6ba1_seg_0,5fe2cece-1061-4f53-b4ac-64a07efc6ba1,train,0,dry,0,weak_expert,7.26,0.9849270582199097,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
60ab1646-c540-4179-ae54-ca83767edff1_seg_0,60ab1646-c540-4179-ae54-ca83767edff1,train,0,dry,0,weak_expert,9.72,0.9170442223548889,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
611e6287-ba3d-4300-837c-76f185566428_seg_0,611e6287-ba3d-4300-837c-76f185566428,train,0,dry,0,weak_expert,3.54,0.7623841762542725,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
61716d56-8676-4234-8cbc-c2ea724c1405_seg_0,61716d56-8676-4234-8cbc-c2ea724c1405,train,0,dry,0,weak_expert,9.78,0.9134912490844727,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
61f98ca8-54c9-4a7f-90f3-82c1c34ca600_seg_0,61f98ca8-54c9-4a7f-90f3-82c1c34ca600,train,0,dry,0,weak_expert,9.9,0.5930604338645935,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
6273e21b-563c-46dd-8cd0-ad353463cbbb_seg_0,6273e21b-563c-46dd-8cd0-ad353463cbbb,train,0,dry,0,weak_expert,9.84,0.8087058067321777,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
62a60e4e-eab7-4574-9f04-c6a3cbfdc6f4_seg_0,62a60e4e-eab7-4574-9f04-c6a3cbfdc6f4,train,0,dry,0,weak_expert,9.54,0.8911412954330444,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
62b3a308-0d2b-428c-954c-60fb4a3315a1_seg_0,62b3a308-0d2b-428c-954c-60fb4a3315a1,train,0,dry,0,weak_expert,9.84,0.8955476880073547,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
639c0947-16a5-421a-af60-96ddfa896024_seg_0,639c0947-16a5-421a-af60-96ddfa896024,train,0,dry,0,weak_expert,9.72,0.9256659746170044,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
