original_uuid,stage2_target,cough_type,event_count,mean_raw_s2_across_549_paths
491018d6-fe1e-4b24-9c42-70971ec93615,0,dry,5,1.4400791774059808e-05
49114698-8b5c-40e3-9645-b6a5223658d8,0,dry,2,6.91472558188426e-06
4b9df238-0be3-43bd-aac2-719cf69c853c,0,dry,3,6.369972476503019e-06
4bc5287f-92ae-400e-93b2-037163281e89,0,dry,4,1.4904179922380747e-05
4d6cdc78-b5f1-4568-bea9-ae1a49c34ee7,0,dry,2,9.779818213917703e-06
4dba41ae-c9c3-4bf3-a5fb-8d8d2b8809c9,0,dry,1,1.781286102892575e-05
545c655f-89ef-41c5-919a-11b2a09b0e49,0,dry,1,2.188266882772675e-06
56db4bed-54ee-4560-b962-cbab7d552621,0,dry,4,1.9411633682739814e-05
5969183f-bfad-4b72-b11e-5c459b752adc,0,dry,6,3.0950850988456004e-06
59ce4d68-d3d6-48c8-9df7-fcd6621899d6,0,dry,4,1.1172588441267852e-05
5b2342d2-01f8-4ad7-bf13-217601cd3c13,0,dry,5,7.649619048694702e-06
5b306faa-b133-4029-a3b7-26a121ae6a0c,0,dry,3,2.459257379437043e-06
5c4b21f1-e8d1-4133-9f78-76b3ef3c5f18,0,dry,2,8.837829564320906e-06
5c4d833f-64ac-4ec0-82d9-3327020c870f,0,dry,3,1.1151026443961664e-05
5c8604ef-6403-454a-b8ec-0151a37d6ef6,0,dry,2,5.153388952722451e-05
5cc60202-8998-426d-8e01-e05fc091f7ed,0,dry,3,8.322390622658285e-06
5e0b6e89-d9b6-4cca-984d-cdcae3fdd4c0,0,dry,5,4.373291280948253e-06
5f081467-1e54-4162-8cb2-1c2d11a26edf,0,dry,1,1.2717752960652069e-05
5f0a1915-2cd5-41fb-9887-e17ab27b515e,0,dry,3,1.5590624656616266e-05
5fe2cece-1061-4f53-b4ac-64a07efc6ba1,0,dry,5,7.007097526294672e-06
60ab1646-c540-4179-ae54-ca83767edff1,0,dry,3,1.526292914069438e-05
611e6287-ba3d-4300-837c-76f185566428,0,dry,1,6.995559440186946e-06
61716d56-8676-4234-8cbc-c2ea724c1405,0,dry,3,8.56253745054708e-06
61f98ca8-54c9-4a7f-90f3-82c1c34ca600,0,dry,2,5.632346710889047e-06
6273e21b-563c-46dd-8cd0-ad353463cbbb,0,dry,1,2.0303332368877204e-05
62a60e4e-eab7-4574-9f04-c6a3cbfdc6f4,0,dry,3,2.650306699557608e-05
62b3a308-0d2b-428c-954c-60fb4a3315a1,0,dry,3,6.644308595283893e-06
639c0947-16a5-421a-af60-96ddfa896024,0,dry,2,2.0212246321345606e-05
647da923-9dfe-4527-9ec6-473b8fb791ca,0,dry,1,1.4695014606645341e-05
654a2bab-b45a-4042-bc07-554a59105bbd,0,dry,4,1.8700626079502316e-05
658daf16-7fc3-4640-911e-81dac60a2df9,0,dry,1,4.554890112266382e-06
6793221c-3716-4cbb-9eb0-58afe524e8b8,0,dry,4,3.4527434537894097e-06
69317fad-cc19-43fe-8537-782fc415ee7c,0,dry,1,1.6131463290235736e-05
69e7b5c5-0469-42dd-b68f-9a7f7637425b,0,dry,5,1.6431181007984608e-05
6a2ffeef-99c5-4765-8dac-92aec8459d79,0,dry,4,1.465952948946574e-05
6afffb59-71d0-4a4c-b575-cde463c0a24a,0,dry,4,5.216608171343053e-06
6dd2d1e3-e140-489f-905f-007a7f54321c,0,dry,4,1.827811267453216e-05
6dfae390-f7b5-467c-9600-3f13c33f0988,0,dry,1,2.3249719906035186e-06
70199b46-18c6-42f7-8a56-ceaa854a6acf,0,dry,3,6.712868708757561e-06
707d9dbf-1621-4eac-a157-1393de750d7b,0,dry,4,5.925270111174879e-06
70b6cbf4-70cd-4f35-874e-9125a59aa0f3,0,dry,1,7.696972766109994e-06
7234b112-4ea3-43ab-89ad-c1fd9aa33a3b,0,dry,3,1.1678119747802119e-05
72b95c95-1a95-437c-9d52-86b53461b304,0,dry,3,7.430805874452961e-06
73fc1cdd-e291-46f7-9353-4a7b93cd08de,0,dry,2,2.588571414679756e-05
760cb050-4175-4498-817d-a9976e359c52,0,dry,3,1.5695591648498007e-05
764d2729-f572-490a-8f22-1397e2e19906,0,dry,3,4.2676168393885385e-06
76a03d41-09de-4d00-b1e6-0cedf0b3dbda,0,dry,1,7.362805642294635e-06
77f44d08-0f8a-47e1-97ca-7f791704a951,0,dry,2,7.183169469289064e-06
78c1fbe5-0d8a-4747-b238-bdb66e3fceb2,0,dry,3,1.758241076677927e-05
796748e0-b012-44f0-9725-dea2bf495f2f,0,dry,2,1.4662359812206676e-05
7a963229-e38d-49b0-b5af-15d1721667ca,0,dry,3,8.279832386653777e-06
7b423206-e57c-463b-a43b-c82cdb055f26,0,dry,1,8.500362677951598e-06
7bcb0830-15ab-4bbb-9dc4-2f49bd4f2160,0,dry,3,1.0087042198201597e-05
7c48edd6-5800-4899-8f0a-c458c1b39e68,0,dry,1,5.420045297535294e-06
7cb4843e-bdf2-4dbc-9956-bf2464cb6c7d,0,dry,2,2.4040055346908273e-05
7dc52a58-ffa9-450c-b557-99386ae99915,0,dry,7,5.947376544465995e-06
82879368-f357-4032-b87a-5268db64e247,0,dry,7,2.2700334992522044e-06
83d26908-f355-426a-b5dc-92dee890482d,0,dry,2,1.6266326017240446e-05
83e76c73-4e06-4e49-ae0d-354e2974745f,0,dry,1,3.959531165728394e-06
86b4b29b-2c0f-40e3-9d37-644b492ea570,0,dry,6,1.350445332008928e-05
888f0bc9-1781-494d-9076-a977bc8ae3e1,0,dry,1,1.3095345509265132e-05
89385120-2b52-4c61-9e36-05e5b032a8ce,0,dry,2,3.8355893006587474e-05
8d553d2b-0679-4122-9502-ac2f14c83513,0,dry,2,1.840782151959288e-05
8f71d0b4-c179-44a9-afb5-cc85047aca9d,0,dry,2,6.512043803712313e-06
90120a9b-ee30-4bef-b649-c725c986312e,0,dry,1,1.2159576742911328e-05
91e91fae-a111-4143-92c1-46b841db99f8,0,dry,1,4.082089678575628e-05
93e121aa-1c8b-4b9a-b446-cbe4ddbcdaf4,0,dry,2,4.926863766700445e-06
942152b1-4a8f-4d9b-a4e6-43f61504e589,0,dry,2,1.0303491486175381e-05
94ad74ad-5a8c-406c-9c1a-18e281d53b9d,0,dry,3,1.5227396167085963e-05
94c5e62b-3dd7-4586-9705-3eaaaaa68ec9,0,dry,1,9.347669723702831e-06
952475ba-04d5-4885-8e0b-52fe17a059da,0,dry,3,1.3867787798653248e-05
95e40d65-5398-4dd8-bda8-5da98d06ed80,0,dry,2,1.0362490936820156e-05
96f63bc1-4c6d-4dc9-84c3-43d5b69d4a87,0,dry,2,1.7987220005594235e-06
96fd8500-a077-4d0a-bcd4-d6d5f747c2da,0,dry,2,6.723368992937483e-06
97c784f1-0322-45e1-9bb3-9a751ce1897b,0,dry,1,1.50503241562824e-05
97d266b1-7856-47f3-9273-224e1f27be4c,0,dry,1,9.743996396600639e-06
98f74976-5070-4f9b-bcb9-b706b04da3cb,0,dry,2,1.2180274942321462e-05
99b2dc16-7b5f-4d45-99b2-c3768262be3a,0,dry,2,8.276595420037599e-06
9a5b90f0-06d5-4748-a260-e888ace7e53d,0,dry,3,2.9211645487335574e-05
9b4f0155-35d2-4868-90e7-a61d2fa473a6,0,dry,2,3.0342127453716318e-05
9c1ac649-8b03-4868-9146-e665daa17d7d,0,dry,3,4.3208618858781395e-06
9cb306f5-47a1-441c-888a-34ad29f5983c,0,dry,6,1.1694861825572444e-06
9e949ada-abdf-41f2-8d03-bbd3d1ea4754,0,dry,1,3.461031868882952e-05
9ecb18ca-483d-400f-a049-1a078a483c50,0,dry,2,7.478266703150247e-06
9f7c176a-ae7d-407a-88a2-b0ee714858d7,0,dry,2,5.751416706352249e-06
a1182546-5e99-4ba4-b941-351c79866173,0,dry,3,2.2074339121699562e-05
a147e909-0e90-442b-adc4-b8487de75504,0,dry,4,6.8053053307797035e-06
a14ac807-5cf3-44d8-acd6-830dd0d086ea,0,dry,1,1.0221308067237126e-05
a2ae6c67-9ab7-4d42-b4c5-e04d890493b2,0,dry,2,4.499406450847241e-05
a2bd77dd-61f9-494d-b6b5-306ada124f30,0,dry,3,8.651499480495917e-06
a30b1432-29fe-4a4d-953a-fb1edec1b468,0,dry,1,2.9846771841392694e-06
a55596ff-f478-4f96-8a86-5ba5a50d9c8e,0,dry,2,6.3156585990350805e-06
a583d3cc-ab0f-449a-9692-977714b3050e,0,dry,2,9.144251810744068e-06
a75adc66-7f70-4f0f-91f7-7a2a2eac61e9,0,dry,2,2.6524452791960693e-05
aa27859e-d3a3-4a40-a241-8ebdc849017a,0,dry,3,1.4551724462820277e-05
aa3632d1-d3e9-4ce4-9d29-d1f056fa3dfe,0,dry,1,5.5282983852146174e-06
aa697a0c-34a2-4257-b1d8-1ebf5dee5be8,0,dry,4,1.0435360872478973e-05
ab77c2d6-edf7-4368-8cb1-5d8f1b928cef,0,dry,3,6.062835993813795e-06
abb11855-0da7-468d-844b-91a228cd3eed,0,dry,1,3.4659492446581544e-06
abf2af4d-9369-40e9-873b-73dca08ae7a1,0,dry,3,1.0934234744278853e-05
acae37ea-edb8-45fe-9a10-5b7af79c17ec,0,dry,2,8.945730572881595e-06
ad627ce9-0279-4e8f-b029-95f5a79f5a0a,0,dry,3,2.4092103164703497e-05
adddfa9b-c016-4e58-8275-308501fc13d9,0,dry,1,1.2454288581527298e-05
adf406f5-b1bc-432a-ae5a-78c52fc95292,0,dry,4,1.08480897113337e-05
ae4b17b8-7b3f-434a-a894-d4257c7394f5,0,dry,1,2.9653662535598353e-05
aeb567c4-529c-43c7-9075-21537e836d4d,0,dry,3,2.9795888796915425e-06
aef400f0-6e03-43be-9928-a91660eb3988,0,dry,4,6.578558366430833e-06
b26b3150-4026-442d-b1ac-6b3ab2a991b3,0,dry,3,5.5449730497823715e-06
b2b52448-2ff5-4aa3-a43d-a4e3711d85bb,0,dry,3,1.3227474334965319e-05
b2cb86f2-d182-4a2f-9321-5b19ddadf4f4,0,dry,4,8.095736577162942e-06
b349c0bf-5c56-4ee5-9d0d-d050d8dd9ab6,0,dry,3,5.625717247710495e-06
b374149f-cdc9-4865-9151-e229bb0ab98b,0,dry,4,1.2570718327448893e-05
b3bc167c-616b-47e4-a4ff-95e1d40dfdfd,0,dry,4,2.6553228428705193e-05
b492f127-ee29-4a55-b479-80e5e3a8a66a,0,dry,1,2.1508278654654582e-05
b4b17de3-ac90-415a-8e2c-393d6cc02618,0,dry,3,9.05042214892385e-06
b50f238c-3493-4782-b1e3-9c76f751d9e5,0,dry,2,9.670378597502983e-06
b618923d-796d-4adb-ae9e-266ab08f1249,0,dry,2,9.686076492907562e-06
b8738fc2-42d8-460e-97aa-ee731e15b21d,0,dry,2,2.8296969817784163e-05
b97f011c-062b-4fdd-a65d-4f1d8ab1bd09,0,dry,2,7.742868793797187e-06
ba6f354e-2189-4b93-b037-c07ee2e72f40,0,dry,2,1.0389856558912993e-05
bab59cef-c297-42f0-9c47-1371e791ea7b,0,dry,1,2.5558238495396265e-05
bae0c88f-852c-4f3f-8141-d037c777459e,0,dry,2,1.5756068224743495e-05
bb9766af-74b9-4533-ac93-e0d75f7bd7ba,0,dry,2,1.7149349889431777e-05
bb9cd351-d75d-4bd6-9140-7f88a8209871,0,dry,6,9.870994720175206e-06
bde99a5c-a804-4daf-a4d5-897fb72d5060,0,dry,2,5.270529578543261e-06
be482d71-4ab2-453d-abd8-e1a7fdeedb06,0,dry,3,1.483707574054459e-05
be808b39-ff71-4d98-99c0-97436d1e198a,0,dry,2,1.4699765932289502e-05
bf990e0e-bbf6-4233-8578-e77aea74a3b1,0,dry,2,1.6688651801632667e-05
bfa6b379-56e3-4144-ac7c-17d7269e9865,0,dry,2,7.972101439628986e-06
c1243982-1f22-433f-b178-a27ebdef63ae,0,dry,4,8.513024100504444e-06
c3382b37-9f19-4379-b488-68f636a6c684,0,dry,2,1.487936106480745e-05
c4a0fa78-e10b-43bc-896a-329bc997ffe8,0,dry,2,1.0112214914794974e-05
c4fbbd15-173c-4440-988c-b091e35aa978,0,dry,2,9.166429457267293e-06
c591e11e-6fdb-4685-8ae1-44576d877831,0,dry,3,1.348017449221468e-05
c6d2eece-2c2b-4192-939e-0096ad9e3332,0,dry,2,1.3636404533250149e-05
c7f04242-4649-488a-bf21-72fa488e1c5b,0,dry,3,1.7070946927413472e-05
c91f755a-e37e-4106-a90a-bb0672fdfd24,0,dry,2,1.5403426662358193e-05
c9c17bea-4fb9-40de-8d10-a45f61420be0,0,dry,2,2.2243805326483458e-05
c9c4445b-fbd3-4f4d-9ca2-282a669d79c4,0,dry,6,6.328433764801654e-06
ca8d6795-2841-48a0-9d9b-9e00f9e866c3,0,dry,5,2.4343271501138393e-06
cbfd3865-b0fe-4f54-86ba-d93c47feeb2f,0,dry,1,9.379542975775315e-06
ccd3279c-e351-4e6b-a142-fd3f48c3b052,0,dry,4,9.708076059315746e-06
ccdfd92d-e6f1-42ce-8781-ff6d04f7f628,0,dry,4,1.0524266073491659e-05
cfbda12e-fdc6-4749-a7ec-3a81c3106317,0,dry,7,2.5329590381235296e-06
d293ce7d-1898-4c66-bfd2-c3c329e82408,0,dry,6,5.905378185351007e-06
d57e15cf-e837-4e9e-a777-c3ee24fcb72b,0,dry,6,2.5064481935115012e-06
d6ee9da5-ff1d-4677-9ab2-da397e3267c4,0,dry,2,6.638535555486135e-06
d70748e6-0e82-4760-a2fc-d63b01d3c65c,0,dry,2,1.0028988463779738e-05
d70f7518-e3e8-46f3-a4fe-fa43363f16ca,0,dry,2,5.5419106479409185e-06
d81a9166-5e95-4654-b0d3-66f14ddbe8ae,0,dry,4,1.1262369779251595e-05
d82590cb-e28c-4a04-8406-416a86e15c86,0,dry,3,1.2318974274571421e-05
d89c7657-6010-4137-9ec1-c152c46790c9,0,dry,4,6.193323012907354e-06
dacc51e7-099f-48b3-9462-d9ef5c8c9d3d,0,dry,3,6.498624537176323e-06
db72efa4-78a9-40e7-a450-0affcd4c96b6,0,dry,2,9.21688657017122e-06
dddb1a55-d976-40bc-ad41-cdc713623e03,0,dry,4,4.545966807526319e-06
de7b422a-c5cb-4b9a-9bbd-1c4545ead02c,0,dry,4,9.975409033781314e-06
df35b241-5aff-4f49-80f6-4ef5fabc115c,0,dry,2,5.9076195891230025e-06
e0bd94ad-3476-4149-a368-f13f68f56fbc,0,dry,1,4.4363812022844334e-06
e0f90aa2-e38a-446a-aade-19b461eb2bf8,0,dry,2,6.722537508182974e-06
e3bc1069-6c55-448f-8d73-8d6b8aaa715a,0,dry,5,1.3933059100822293e-05
e5afc038-4511-49d8-9540-07e27a990096,0,dry,4,9.077637605474566e-06
e5e9bc03-88b3-432f-b8d1-ca8891b72912,0,dry,2,9.423724549991435e-06
e84454f0-c5a0-4447-a20e-661620e7623d,0,dry,3,3.262491119413855e-05
e8527a0e-96c9-4026-96c2-3b3a3508f3ee,0,dry,3,7.546758597448776e-06
ea550a6f-3b55-4beb-9aa3-1325feed86ab,0,dry,2,9.050265787448118e-06
ea783521-7fe9-4e65-9dd1-ba4d30126bae,0,dry,3,3.7640258129687303e-06
ec53685a-d497-492f-a753-2e0418ee6e1d,0,dry,1,7.695518264053655e-06
ee81db75-dd90-45fc-a2a4-3dfb689f2fbd,0,dry,4,7.3851942746749745e-06
f0be2916-492b-4de5-9061-015407dfe010,0,dry,2,1.8126579304646858e-05
f25876a9-e307-41a9-bd78-7ab345f9925e,0,dry,3,1.1402812981909901e-05
f2d57d35-d8f6-480d-bb64-58a5676ed09c,0,dry,4,4.566205665033288e-06
f4748a2e-b4b7-4b87-be75-8352db1c9b25,0,dry,1,5.407683477584447e-06
f4eaf2ba-b2e3-4755-893e-6ddb786189c9,0,dry,3,6.44649568435889e-06
f5a661dc-8161-4842-b1c3-cd7265896101,0,dry,3,9.795071244528343e-06
f6205ed8-a1cc-4685-aadc-c5bf8cc87490,0,dry,3,5.75924289364335e-06
f98206a8-8669-4527-b3c8-7064c9aa929e,0,dry,3,1.2188826110365388e-05
f9b7c88c-63c0-489e-80c7-75ac6b11c182,0,dry,6,7.959775691566343e-06
fcc3203a-cc1f-4eb8-a652-39a43311f598,0,dry,5,7.71211515785149e-06
febc1922-0a6f-4667-8f5a-d28efdcd993d,0,dry,4,7.455747108973166e-06
ff8363d2-016d-4738-9499-4c62480886fb,0,dry,3,1.0780830094210615e-05
ffedc843-bfc2-4ad6-a749-2bc86bdac84a,0,dry,1,8.826308888771047e-06
034aa6d3-6673-47a1-a319-325aa9be44a2,1,wet,2,1.5985450405572817e-05
0a03da19-eb19-4f51-9860-78ad95fa8cb5,1,wet,1,8.877282632488692e-06
0b0d7e10-8353-4124-a16b-bf96e405f63c,1,wet,2,1.0126644753970987e-05
0b467189-37bc-488a-bf88-43611762fea8,1,wet,2,4.6758791768778356e-06
0bbac203-c99f-4895-ad6a-85202f1d93a2,1,wet,1,5.099751899509439e-05
0ed0f24e-8e57-4183-9b9f-837a701f87df,1,wet,1,1.036342175814138e-05
13bbc1cd-358b-4e90-9a35-31428809eb2a,1,wet,1,4.3990787454165185e-05
18722fbe-d240-457a-a0fc-2d9d09bfbcc8,1,wet,4,6.569312135586478e-06
191dca0e-7951-4aa3-9764-2761bd511955,1,wet,3,1.592177608170389e-05
1c21cb68-6ea8-4aa1-af22-2e64007554d7,1,wet,4,3.848488081635846e-06
2295a6f8-08d5-467f-8534-8329c9083f28,1,wet,5,4.933560925679753e-06
2499bd0e-4221-449a-8184-ee15e1c80b35,1,wet,1,8.24555601038438e-06
255387fa-5934-4b9b-8c6d-9de47c3841b0,1,wet,4,1.0868583381711316e-05
2af862d9-7cac-4270-97de-ae4b4c293d07,1,wet,6,1.3348558952656041e-05
2de3fb8f-20a6-4fa5-8428-11cad3338d37,1,wet,1,1.1724479810078416e-05
332d696d-74bf-49ef-998a-764316780ee5,1,wet,1,1.2509585274442073e-05
338f9eb0-d1eb-4448-b183-15d75afece8c,1,wet,1,1.6561720699133496e-05
3481b694-34fe-4b03-a529-88ef085815fd,1,wet,5,1.0198555371357041e-05
34e4c711-fd77-4f76-babf-76437885227e,1,wet,3,8.982856230849458e-06
35647ec0-1566-4df0-ae5d-27b0357ece7c,1,wet,3,1.1820722932370555e-05
38c23848-68c1-41a6-b8c8-5d0685dc0246,1,wet,3,1.0834702010950544e-05
3c0efb34-6a14-4b8f-b759-b6e8f2a3c479,1,wet,2,1.763216617658426e-05
3d1a50bb-5d38-459e-91a0-e57c3ac04e45,1,wet,3,8.675114063713492e-06
3ecfa0a9-d972-4958-9e46-44dcf980601f,1,wet,3,8.783001870432073e-06
42dcff9d-b2e1-4b9e-bd93-81a0a100d232,1,wet,2,2.1923136658660164e-05
43d84d62-8837-479b-bcb6-30effd9ecbc3,1,wet,3,6.402934490698227e-06
44e9099f-aac3-4669-a80c-2ee40d65faef,1,wet,2,2.1607196975392728e-05
494f9956-42e9-4cbf-803a-796e3bff2844,1,wet,3,1.9280825088166307e-06
4b03a48f-c4d7-41c6-9567-678141df90e1,1,wet,1,2.7304863430440177e-05
4c56d691-9cda-499c-8613-59a9c5659003,1,wet,1,9.616912933786882e-06
4ca22143-61f2-4f7a-a73e-6304d31a3871,1,wet,1,3.322011327075013e-05
4fcf0262-b38d-438e-8253-c4f45d20071d,1,wet,3,1.2453882222726079e-05
4ff8d59c-1714-4de5-bdd0-15e6f5bafb6b,1,wet,3,7.175858243695733e-06
56da1f04-fe81-4928-a1de-0f3b9d333c12,1,wet,3,1.4403991581525107e-05
5ab08ae7-0124-4a60-a2dc-d4a0845cc55b,1,wet,1,3.3064577642666034e-05
5b3b1fd8-70c2-4b40-b759-e2cad6fe9a97,1,wet,2,6.1799164779913736e-06
6462d540-48bc-410b-b08e-cdf0b45ee118,1,wet,2,1.2215710857927829e-05
6ad6d999-71c0-409b-970e-03aee3078306,1,wet,2,1.5375042032009456e-05
6ea6af0c-0f77-46d6-a65b-8df3a925d231,1,wet,3,8.169854154368836e-06
706b1acc-0e61-499e-abb1-43de015eef46,1,wet,3,1.838935869444989e-05
73786652-bf01-4a78-8e04-7c44a77d5108,1,wet,2,6.987704960984849e-06
752cd126-1698-4d9d-9649-a1177196d769,1,wet,3,5.540556027667384e-06
7667763a-3a74-4a29-b5f3-67b626922e05,1,wet,4,2.1139360107000797e-06
7b5698cb-b713-4f6d-bb5f-6142b6f509a3,1,wet,1,1.9541260128057066e-05
80cb70ea-369c-44aa-b304-b72b5fe3d07b,1,wet,4,1.8469936627688676e-05
88e12b5e-5946-4d70-b2e2-20fc2d8d7d0f,1,wet,5,1.3720254066434124e-05
8960f83e-bc0f-48f9-b913-a905b11378d8,1,wet,4,1.992975458095259e-05
8a7a47d9-7bcc-4eb2-9b93-bf2bf0eccba8,1,wet,1,1.961383054452471e-05
8e40d48d-8f5d-4892-8103-451b2679283f,1,wet,2,1.309500146340688e-05
906c93d3-6615-478b-a7a1-803a5a15d360,1,wet,3,6.936827361423619e-06
93711a18-72ba-4e31-a846-73e3baf84128,1,wet,4,1.8163077970198388e-05
980be57b-b54c-4e5e-871f-41ef7785dae5,1,wet,1,1.1957200894978117e-05
9aad0bb1-3d4e-430b-964f-2a8b27a20143,1,wet,4,8.290133324202017e-06
9f671ce6-784b-4e64-bcd9-086a4f2db274,1,wet,4,1.3623715165866118e-05
a03baece-440f-4026-9705-4fcb2bc9e065,1,wet,3,1.376750061966745e-05
a6645b1d-dadc-4258-b03b-c5b3f05d519d,1,wet,3,1.300196785054875e-05
a8b75ca3-e846-415b-809b-5a7c2c9024eb,1,wet,5,1.6535039283802523e-05
