audit_id,audit_group,original_uuid,uuid_segmento,cough_type,cough_type_consensus,config_key,segmentation_config,segmentation_method,event_index,event_id,event_start_relative,event_end_relative,event_duration,event_peak_relative,window_start_relative,window_end_relative,window_padding_left,window_padding_right,event_start,event_end,event_peak,window_start,window_end,event_too_long,event_exceeds_output_window,merged_active_run_count,merge_span_limit_ms,noise_floor_db,on_threshold_db,off_threshold_db,detected_by_energy,fallback_no_event
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__baseline__event_002,4.479999813079834,5.422000137329102,0.9420003242492676,4.565999984741211,3.9220001373291016,5.422000137329102,0.0,0.0,4.479999813079834,5.422000137329102,4.565999984741211,3.9220001373291016,5.422000137329102,False,False,2,1500.0,-66.95339965820312,-25.0,-28.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,3,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__baseline__event_003,5.6400001373291015,6.092000213623047,0.45200007629394534,5.72599983215332,4.97599983215332,6.47599983215332,0.0,0.0,5.6400001373291015,6.092000213623047,5.72599983215332,4.97599983215332,6.47599983215332,False,False,1,1500.0,-66.95339965820312,-25.0,-28.0,True,False
PAR005,dry_gold,8f5531fb-5c2a-450b-b14c-4321085887d8,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0,dry,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,4,8f5531fb-5c2a-450b-b14c-4321085887d8_seg_0__baseline__event_004,6.370000156402588,6.781999794006348,0.4119996376037598,6.435999870300293,5.685999870300293,7.185999870300293,0.0,0.0,6.370000156402588,6.781999794006348,6.435999870300293,5.685999870300293,7.185999870300293,False,False,1,1500.0,-66.95339965820312,-25.0,-28.0,True,False
PAR006,dry_weak,c2356246-454a-42ac-ae33-967e5feabcb7,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0__baseline__event_000,4.049999984741211,4.601999965667725,0.5519999809265137,4.0960001945495605,3.3460001945495605,4.8460001945495605,0.0,0.0,4.049999984741211,4.601999965667725,4.0960001945495605,3.3460001945495605,4.8460001945495605,False,False,2,1500.0,-65.02445983886719,-25.0,-28.0,True,False
PAR006,dry_weak,c2356246-454a-42ac-ae33-967e5feabcb7,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,c2356246-454a-42ac-ae33-967e5feabcb7_seg_0__baseline__event_001,6.479999813079834,6.942000118255615,0.4620003051757813,6.526000022888184,5.776000022888184,7.276000022888184,0.0,0.0,6.479999813079834,6.942000118255615,6.526000022888184,5.776000022888184,7.276000022888184,False,False,2,1500.0,-65.02445983886719,-25.0,-28.0,True,False
PAR007,dry_weak,0b35d226-9927-4ddc-b5ea-cca273d43f66,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0__baseline__event_000,3.789999994277954,4.681999889373779,0.8919998950958252,4.216000080108643,3.4660000801086426,4.966000080108643,0.0,0.0,3.789999994277954,4.681999889373779,4.216000080108643,3.4660000801086426,4.966000080108643,False,False,2,1500.0,-51.04500198364258,-25.0,-28.0,True,False
PAR007,dry_weak,0b35d226-9927-4ddc-b5ea-cca273d43f66,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0__baseline__event_001,5.430000099182129,6.152000156402588,0.722000057220459,5.486000061035156,4.736000061035156,6.236000061035156,0.0,0.0,5.430000099182129,6.152000156402588,5.486000061035156,4.736000061035156,6.236000061035156,False,False,1,1500.0,-51.04500198364258,-25.0,-28.0,True,False
PAR007,dry_weak,0b35d226-9927-4ddc-b5ea-cca273d43f66,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,0b35d226-9927-4ddc-b5ea-cca273d43f66_seg_0__baseline__event_002,7.229999813079834,7.891999927520752,0.662000114440918,7.285999774932861,6.535999774932861,8.035999774932861,0.0,0.0,7.229999813079834,7.891999927520752,7.285999774932861,6.535999774932861,8.035999774932861,False,False,2,1500.0,-51.04500198364258,-25.0,-28.0,True,False
PAR008,dry_weak,60c3afcc-fe9b-4d91-b713-0ab357d5c825,60c3afcc-fe9b-4d91-b713-0ab357d5c825_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,60c3afcc-fe9b-4d91-b713-0ab357d5c825_seg_0__baseline__event_000,2.3799999084472656,3.6619999084472656,1.282,2.9860000610351562,2.2360000610351562,3.7360000610351562,0.0,0.0,2.3799999084472656,3.6619999084472656,2.9860000610351562,2.2360000610351562,3.7360000610351562,False,False,2,1500.0,-53.30257797241211,-25.0,-28.0,True,False
PAR009,dry_weak,68be5313-193c-42ca-acdc-f6f93c9c1126,68be5313-193c-42ca-acdc-f6f93c9c1126_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,68be5313-193c-42ca-acdc-f6f93c9c1126_seg_0__baseline__event_000,4.120000156402588,4.451999870300293,0.3319997138977051,4.176000118255615,3.4260001182556152,4.926000118255615,0.0,0.0,4.120000156402588,4.451999870300293,4.176000118255615,3.4260001182556152,4.926000118255615,False,False,1,1500.0,-80.0,-25.0,-28.0,True,False
PAR010,dry_weak,8ec67d70-2a82-45ea-a646-ab8a5bc4bf4f,8ec67d70-2a82-45ea-a646-ab8a5bc4bf4f_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,8ec67d70-2a82-45ea-a646-ab8a5bc4bf4f_seg_0__baseline__event_000,1.2099999513626098,2.4820000801086426,1.2720001287460327,1.9259999990463257,1.1759999990463257,2.6759999990463257,0.0,0.0,1.2099999513626098,2.4820000801086426,1.9259999990463257,1.1759999990463257,2.6759999990463257,False,False,3,1500.0,-37.283626556396484,-25.0,-28.0,True,False
PAR010,dry_weak,8ec67d70-2a82-45ea-a646-ab8a5bc4bf4f,8ec67d70-2a82-45ea-a646-ab8a5bc4bf4f_seg_0,dry,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,8ec67d70-2a82-45ea-a646-ab8a5bc4bf4f_seg_0__baseline__event_001,2.660000118255615,2.9119999084472656,0.2519997901916504,2.7160000801086426,1.9660000801086426,3.4660000801086426,0.0,0.0,2.660000118255615,2.9119999084472656,2.7160000801086426,1.9660000801086426,3.4660000801086426,False,False,1,1500.0,-37.283626556396484,-25.0,-28.0,True,False
PAR011,wet_gold,0f8d80f9-700e-4069-924d-e15f29d7c19a,0f8d80f9-700e-4069-924d-e15f29d7c19a_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,0f8d80f9-700e-4069-924d-e15f29d7c19a_seg_0__baseline__event_000,0.6699999895095825,1.0520000133514404,0.38200002384185794,0.8360000252723694,0.08600002527236938,1.5860000252723694,0.0,0.0,0.6699999895095825,1.0520000133514404,0.8360000252723694,0.08600002527236938,1.5860000252723694,False,False,1,1500.0,-53.95464324951172,-25.0,-28.0,True,False
PAR011,wet_gold,0f8d80f9-700e-4069-924d-e15f29d7c19a,0f8d80f9-700e-4069-924d-e15f29d7c19a_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,0f8d80f9-700e-4069-924d-e15f29d7c19a_seg_0__baseline__event_001,1.9599999513626098,2.331999984741211,0.3720000333786011,2.125999927520752,1.375999927520752,2.875999927520752,0.0,0.0,1.9599999513626098,2.331999984741211,2.125999927520752,1.375999927520752,2.875999927520752,False,False,1,1500.0,-53.95464324951172,-25.0,-28.0,True,False
PAR011,wet_gold,0f8d80f9-700e-4069-924d-e15f29d7c19a,0f8d80f9-700e-4069-924d-e15f29d7c19a_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,0f8d80f9-700e-4069-924d-e15f29d7c19a_seg_0__baseline__event_002,3.1499998893737793,3.762000051498413,0.6120001621246338,3.3559999465942383,2.46,3.96,0.0,0.0,3.1499998893737793,3.762000051498413,3.3559999465942383,2.46,3.96,False,False,2,1500.0,-53.95464324951172,-25.0,-28.0,True,False
PAR012,wet_gold,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0__baseline__event_000,1.0599999752044678,2.4219998989105225,1.3619999237060547,1.3559999465942383,0.9219998989105225,2.4219998989105225,0.0,0.0,1.0599999752044678,2.4219998989105225,1.3559999465942383,0.9219998989105225,2.4219998989105225,False,False,3,1500.0,-41.59927749633789,-25.0,-28.0,True,False
PAR012,wet_gold,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0__baseline__event_001,2.4500000801086426,3.5020000610351563,1.0519999809265137,3.2660000324249268,2.4500000801086426,3.9500000801086426,0.0,0.0,2.4500000801086426,3.5020000610351563,3.2660000324249268,2.4500000801086426,3.9500000801086426,False,False,3,1500.0,-41.59927749633789,-25.0,-28.0,True,False
PAR012,wet_gold,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0__baseline__event_002,3.5799999561309814,4.511999813079834,0.9319998569488526,3.625999927520752,3.011999813079834,4.511999813079834,0.0,0.0,3.5799999561309814,4.511999813079834,3.625999927520752,3.011999813079834,4.511999813079834,False,False,3,1500.0,-41.59927749633789,-25.0,-28.0,True,False
PAR012,wet_gold,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,3,f0da0dd1-a4d1-47ac-bc31-e9c6ceb05e28_seg_0__baseline__event_003,4.780000003814697,6.141999927520752,1.3619999237060547,5.076000213623047,4.641999927520752,6.141999927520752,0.0,0.0,4.780000003814697,6.141999927520752,5.076000213623047,4.641999927520752,6.141999927520752,False,False,2,1500.0,-41.59927749633789,-25.0,-28.0,True,False
PAR013,wet_gold,7876c549-066a-4ea1-a82e-45772114f964,7876c549-066a-4ea1-a82e-45772114f964_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,7876c549-066a-4ea1-a82e-45772114f964_seg_0__baseline__event_000,1.049999984741211,2.1019999656677246,1.0519999809265137,1.156000018119812,0.6019999656677246,2.1019999656677246,0.0,0.0,1.049999984741211,2.1019999656677246,1.156000018119812,0.6019999656677246,2.1019999656677246,False,False,2,1500.0,-45.756561279296875,-25.0,-28.0,True,False
PAR013,wet_gold,7876c549-066a-4ea1-a82e-45772114f964,7876c549-066a-4ea1-a82e-45772114f964_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,7876c549-066a-4ea1-a82e-45772114f964_seg_0__baseline__event_001,3.8299999561309814,4.712000099182129,0.8820001430511475,4.046000003814697,3.2960000038146973,4.796000003814697,0.0,0.0,3.8299999561309814,4.712000099182129,4.046000003814697,3.2960000038146973,4.796000003814697,False,False,2,1500.0,-45.756561279296875,-25.0,-28.0,True,False
PAR014,wet_gold,6462d540-48bc-410b-b08e-cdf0b45ee118,6462d540-48bc-410b-b08e-cdf0b45ee118_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,6462d540-48bc-410b-b08e-cdf0b45ee118_seg_0__baseline__event_000,1.1899999704360962,1.6919999990463257,0.5020000286102295,1.3259999752044678,0.5759999752044678,2.0759999752044678,0.0,0.0,1.1899999704360962,1.6919999990463257,1.3259999752044678,0.5759999752044678,2.0759999752044678,False,False,1,1500.0,-55.586002349853516,-25.0,-28.0,True,False
PAR014,wet_gold,6462d540-48bc-410b-b08e-cdf0b45ee118,6462d540-48bc-410b-b08e-cdf0b45ee118_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,6462d540-48bc-410b-b08e-cdf0b45ee118_seg_0__baseline__event_001,2.099999937057495,3.0520000133514404,0.9520000762939453,2.1559998989105225,1.5520000133514404,3.0520000133514404,0.0,0.0,2.099999937057495,3.0520000133514404,2.1559998989105225,1.5520000133514404,3.0520000133514404,False,False,2,1500.0,-55.586002349853516,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_000,0.15999999904632567,0.4119999978542328,0.25199999880790713,0.22599999606609344,0.0,1.5,0.0,0.0,0.15999999904632567,0.4119999978542328,0.22599999606609344,0.0,1.5,False,False,1,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_001,0.9000000085830688,0.9820000205039978,0.08200001192092898,0.9359999895095825,0.18599998950958252,1.6859999895095825,0.0,0.0,0.9000000085830688,0.9820000205039978,0.9359999895095825,0.18599998950958252,1.6859999895095825,False,False,1,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,2,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_002,1.5899999465942383,1.672000018119812,0.08200007152557376,1.6260000467300415,0.8760000467300415,2.3760000467300415,0.0,0.0,1.5899999465942383,1.672000018119812,1.6260000467300415,0.8760000467300415,2.3760000467300415,False,False,1,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,3,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_003,3.0000000324249267,3.081999984741211,0.08199995231628421,3.0360000133514404,2.2860000133514404,3.7860000133514404,0.0,0.0,3.0000000324249267,3.081999984741211,3.0360000133514404,2.2860000133514404,3.7860000133514404,False,False,1,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,4,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_004,3.599999937057495,4.922000137329102,1.3220002002716065,4.625999927520752,3.599999937057495,5.099999937057495,0.0,0.0,3.599999937057495,4.922000137329102,4.625999927520752,3.599999937057495,5.099999937057495,False,False,4,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_005,4.930000099182129,6.201999870300293,1.271999771118164,5.216000080108643,4.701999870300293,6.201999870300293,0.0,0.0,4.930000099182129,6.201999870300293,5.216000080108643,4.701999870300293,6.201999870300293,False,False,3,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,6,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_006,6.749999794006348,7.331999984741211,0.5820001907348633,6.806000232696533,6.056000232696533,7.556000232696533,0.0,0.0,6.749999794006348,7.331999984741211,6.806000232696533,6.056000232696533,7.556000232696533,False,False,1,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,7,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_007,7.519999774932861,7.77200004196167,0.2520002670288086,7.576000213623047,6.826000213623047,8.326000213623047,0.0,0.0,7.519999774932861,7.77200004196167,7.576000213623047,6.826000213623047,8.326000213623047,False,False,1,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR015,wet_gold,3278e364-afdd-4c39-9126-b8b4a4caf1c5,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0,wet,gold_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,8,3278e364-afdd-4c39-9126-b8b4a4caf1c5_seg_0__baseline__event_008,8.669999870300293,8.871999946594238,0.20200007629394534,8.706000328063965,7.956000328063965,9.456000328063965,0.0,0.0,8.669999870300293,8.871999946594238,8.706000328063965,7.956000328063965,9.456000328063965,False,False,2,1500.0,-57.31485366821289,-25.0,-28.0,True,False
PAR016,wet_weak,25e59482-9d33-4a0c-bfbf-5438b9c0c9ea,25e59482-9d33-4a0c-bfbf-5438b9c0c9ea_seg_0,wet,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,0,25e59482-9d33-4a0c-bfbf-5438b9c0c9ea_seg_0__baseline__event_000,2.7100000705718994,3.5620000038146973,0.8519999332427979,2.7660000324249268,2.0620000038146973,3.5620000038146973,0.0,0.0,2.7100000705718994,3.5620000038146973,2.7660000324249268,2.0620000038146973,3.5620000038146973,False,False,2,1500.0,-49.0054931640625,-25.0,-28.0,True,False
PAR016,wet_weak,25e59482-9d33-4a0c-bfbf-5438b9c0c9ea,25e59482-9d33-4a0c-bfbf-5438b9c0c9ea_seg_0,wet,weak_expert,baseline,top25_margin3_smooth30_gap200_min80_win1500,energy_hysteresis_bounded_merge_v2,1,25e59482-9d33-4a0c-bfbf-5438b9c0c9ea_seg_0__baseline__event_001,4.729999813079834,5.641999927520752,0.912000114440918,4.796000003814697,4.141999927520752,5.641999927520752,0.0,0.0,4.729999813079834,5.641999927520752,4.796000003814697,4.141999927520752,5.641999927520752,False,False,2,1500.0,-49.0054931640625,-25.0,-28.0,True,False
