feature_row,augmentation_id,parent_feature_row,parent_uuid_segmento,parent_original_uuid,parent_split_group,parent_fold,parent_dataset_origin,parent_audio_path,parent_start_time,parent_end_time,stage1_target,split,transformation,random_state,original_samples,augmented_samples,original_peak,augmented_peak,snr_db,pitch_semitones,noise_scale,noise_donor_uuid_segmento,noise_donor_original_uuid,noise_donor_split_group,noise_donor_fold,noise_donor_dataset_origin
10,01567151-7bb2-45ee-9aa8-a1332b5941ea_seg_0__aug01__noise_high,11,01567151-7bb2-45ee-9aa8-a1332b5941ea_seg_0,01567151-7bb2-45ee-9aa8-a1332b5941ea,COUGHVID_UUID::01567151-7bb2-45ee-9aa8-a1332b5941ea,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\01567151-7bb2-45ee-9aa8-a1332b5941ea.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,1.0512354373931885,0.9990000128746033,10.0,,0.26423203848764765,324629_seg_0,324629,FSD50K_UPLOADER::reino93,1,FSD50K
11,01614a4a-947f-43ca-a609-fc2787509f6f_seg_0__aug01__noise_high,13,01614a4a-947f-43ca-a609-fc2787509f6f_seg_0,01614a4a-947f-43ca-a609-fc2787509f6f,COUGHVID_UUID::01614a4a-947f-43ca-a609-fc2787509f6f,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\01614a4a-947f-43ca-a609-fc2787509f6f.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9253155589103699,0.9222930669784546,10.0,,0.44199326546872686,189428_seg_0,189428,FSD50K_UPLOADER::dobroide,0,FSD50K
12,0177b817-0ba3-498a-bc05-48bc66cc91b8_seg_0__aug01__noise_moderate,14,0177b817-0ba3-498a-bc05-48bc66cc91b8_seg_0,0177b817-0ba3-498a-bc05-48bc66cc91b8,COUGHVID_UUID::0177b817-0ba3-498a-bc05-48bc66cc91b8,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\0177b817-0ba3-498a-bc05-48bc66cc91b8.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.8493214845657349,0.8493607640266418,20.0,,0.015255838053572389,128034_seg_0,128034,FSD50K_UPLOADER::be-steele,2,FSD50K
13,01bf156f-a8ff-48f6-9335-8a1f5bb4c1b7_seg_0__aug01__noise_high,15,01bf156f-a8ff-48f6-9335-8a1f5bb4c1b7_seg_0,01bf156f-a8ff-48f6-9335-8a1f5bb4c1b7,COUGHVID_UUID::01bf156f-a8ff-48f6-9335-8a1f5bb4c1b7,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\01bf156f-a8ff-48f6-9335-8a1f5bb4c1b7.wav,0.0,9.78,1,train_augmentation_only,noise_high,42,156480,156480,0.8723461031913757,0.9990000128746033,10.0,,4.454631140120441,76277_seg_0,76277,FSD50K_UPLOADER::kyster,4,FSD50K
14,01f97898-9ec4-480b-9fcc-a9daa737106d_seg_0__aug01__noise_high,16,01f97898-9ec4-480b-9fcc-a9daa737106d_seg_0,01f97898-9ec4-480b-9fcc-a9daa737106d,COUGHVID_UUID::01f97898-9ec4-480b-9fcc-a9daa737106d,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\01f97898-9ec4-480b-9fcc-a9daa737106d.wav,0.0,9.84,1,train_augmentation_only,noise_high,42,157440,157440,0.9769350290298462,0.9990000128746033,10.0,,0.483461199385427,100316_seg_0,100316,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
15,01ff40e8-63e6-4570-a463-9778ea30cad7_seg_0__aug01__noise_moderate,17,01ff40e8-63e6-4570-a463-9778ea30cad7_seg_0,01ff40e8-63e6-4570-a463-9778ea30cad7,COUGHVID_UUID::01ff40e8-63e6-4570-a463-9778ea30cad7,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\01ff40e8-63e6-4570-a463-9778ea30cad7.wav,0.0,9.54,1,train_augmentation_only,noise_moderate,42,152640,152640,1.0602859258651733,0.9990000128746033,20.0,,0.6669495218789401,361712_seg_0,361712,FSD50K_UPLOADER::lafashion,0,FSD50K
16,024cbe41-7932-40ed-a9d3-67c174658637_seg_0__aug01__noise_moderate,18,024cbe41-7932-40ed-a9d3-67c174658637_seg_0,024cbe41-7932-40ed-a9d3-67c174658637,COUGHVID_UUID::024cbe41-7932-40ed-a9d3-67c174658637,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\024cbe41-7932-40ed-a9d3-67c174658637.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.8844360113143921,0.8841981887817383,20.0,,0.030676066838711758,208034_seg_0,208034,FSD50K_UPLOADER::dland,1,FSD50K
17,0311ee9e-b265-4767-ba51-f3fc8176747a_seg_0__aug01__noise_moderate,19,0311ee9e-b265-4767-ba51-f3fc8176747a_seg_0,0311ee9e-b265-4767-ba51-f3fc8176747a,COUGHVID_UUID::0311ee9e-b265-4767-ba51-f3fc8176747a,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\0311ee9e-b265-4767-ba51-f3fc8176747a.wav,0.0,9.96,1,train_augmentation_only,noise_moderate,42,159360,159360,0.9041972756385803,0.9057961702346802,20.0,,0.09209286405132339,394859_seg_1,394859,FSD50K_UPLOADER::islandan,1,FSD50K
18,031fd54a-87b5-4223-9af6-60985127fb7a_seg_0__aug01__noise_high,20,031fd54a-87b5-4223-9af6-60985127fb7a_seg_0,031fd54a-87b5-4223-9af6-60985127fb7a,COUGHVID_UUID::031fd54a-87b5-4223-9af6-60985127fb7a,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\031fd54a-87b5-4223-9af6-60985127fb7a.wav,0.0,5.1,1,train_augmentation_only,noise_high,42,81600,81600,0.9282394647598267,0.909095823764801,10.0,,1.6882434060743168,173063_seg_0,173063,FSD50K_UPLOADER::zabuhailo,0,FSD50K
19,033da4e3-7365-4adc-9252-7347816e4e77_seg_0__aug01__noise_moderate,21,033da4e3-7365-4adc-9252-7347816e4e77_seg_0,033da4e3-7365-4adc-9252-7347816e4e77,COUGHVID_UUID::033da4e3-7365-4adc-9252-7347816e4e77,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\033da4e3-7365-4adc-9252-7347816e4e77.wav,0.0,9.96,1,train_augmentation_only,noise_moderate,42,159360,159360,0.9259216785430908,0.9259557723999023,20.0,,2.0091450437767526,272440_seg_0,272440,FSD50K_UPLOADER::ryanharding95,2,FSD50K
20,03430d6b-4554-4ffe-8c82-507832dc1d52_seg_0__aug01__noise_high,22,03430d6b-4554-4ffe-8c82-507832dc1d52_seg_0,03430d6b-4554-4ffe-8c82-507832dc1d52,COUGHVID_UUID::03430d6b-4554-4ffe-8c82-507832dc1d52,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\03430d6b-4554-4ffe-8c82-507832dc1d52.wav,0.0,1.44,1,train_augmentation_only,noise_high,42,23040,23040,0.861974835395813,0.9097966551780701,10.0,,2.6487865043274126,19151_seg_0,19151,FSD50K_UPLOADER::fratz,4,FSD50K
21,034aa6d3-6673-47a1-a319-325aa9be44a2_seg_0__aug01__noise_high,23,034aa6d3-6673-47a1-a319-325aa9be44a2_seg_0,034aa6d3-6673-47a1-a319-325aa9be44a2,COUGHVID_UUID::034aa6d3-6673-47a1-a319-325aa9be44a2,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\034aa6d3-6673-47a1-a319-325aa9be44a2.wav,0.0,4.38,1,train_augmentation_only,noise_high,42,70080,70080,0.8741815090179443,0.9990000128746033,10.0,,3.024336229542651,402298_seg_0,402298,FSD50K_UPLOADER::ertoeihf,3,FSD50K
22,0352b80b-3c92-44f2-abbf-d6c056e02ee9_seg_0__aug01__noise_moderate,24,0352b80b-3c92-44f2-abbf-d6c056e02ee9_seg_0,0352b80b-3c92-44f2-abbf-d6c056e02ee9,COUGHVID_UUID::0352b80b-3c92-44f2-abbf-d6c056e02ee9,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\0352b80b-3c92-44f2-abbf-d6c056e02ee9.wav,0.0,4.14,1,train_augmentation_only,noise_moderate,42,66240,66240,0.741997241973877,0.7590767741203308,20.0,,0.17799795738545013,379297_seg_1,379297,FSD50K_UPLOADER::13fpanska_kamm_oliver,1,FSD50K
23,036d875c-d39b-45f1-a17f-7f7badf0aa42_seg_0__aug01__noise_high,25,036d875c-d39b-45f1-a17f-7f7badf0aa42_seg_0,036d875c-d39b-45f1-a17f-7f7badf0aa42,COUGHVID_UUID::036d875c-d39b-45f1-a17f-7f7badf0aa42,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\036d875c-d39b-45f1-a17f-7f7badf0aa42.wav,0.0,9.9,1,train_augmentation_only,noise_high,42,158400,158400,0.9931440353393555,0.992185115814209,10.0,,1.5484734816743082,9662_seg_0,9662,FSD50K_UPLOADER::thanvannispen,3,FSD50K
24,0379c586-c500-483c-83a6-95b63afe6931_seg_0__aug01__noise_high,26,0379c586-c500-483c-83a6-95b63afe6931_seg_0,0379c586-c500-483c-83a6-95b63afe6931,COUGHVID_UUID::0379c586-c500-483c-83a6-95b63afe6931,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\0379c586-c500-483c-83a6-95b63afe6931.wav,0.0,9.54,1,train_augmentation_only,noise_high,42,152640,152640,0.8904409408569336,0.8715253472328186,10.0,,0.6218951772768901,21198_seg_0,21198,FSD50K_UPLOADER::dobroide,0,FSD50K
25,03cfc75c-88a0-4ca9-8ca4-4aa61e2dec37_seg_0__aug01__noise_high,27,03cfc75c-88a0-4ca9-8ca4-4aa61e2dec37_seg_0,03cfc75c-88a0-4ca9-8ca4-4aa61e2dec37,COUGHVID_UUID::03cfc75c-88a0-4ca9-8ca4-4aa61e2dec37,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\03cfc75c-88a0-4ca9-8ca4-4aa61e2dec37.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9507884979248047,0.9767088890075684,10.0,,0.1956246967253235,180768_seg_0,180768,FSD50K_UPLOADER::toiletrolltube,2,FSD50K
26,03d30b8b-03f8-4089-bda8-0e14deec7d82_seg_0__aug01__noise_moderate,28,03d30b8b-03f8-4089-bda8-0e14deec7d82_seg_0,03d30b8b-03f8-4089-bda8-0e14deec7d82,COUGHVID_UUID::03d30b8b-03f8-4089-bda8-0e14deec7d82,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\03d30b8b-03f8-4089-bda8-0e14deec7d82.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.9928815364837646,0.9990000128746033,20.0,,0.2637097556463977,236519_seg_0,236519,FSD50K_UPLOADER::bcimmet,4,FSD50K
27,040e6a1c-dcbe-47aa-8b9d-51abd8136d91_seg_0__aug01__noise_high,29,040e6a1c-dcbe-47aa-8b9d-51abd8136d91_seg_0,040e6a1c-dcbe-47aa-8b9d-51abd8136d91,COUGHVID_UUID::040e6a1c-dcbe-47aa-8b9d-51abd8136d91,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\040e6a1c-dcbe-47aa-8b9d-51abd8136d91.wav,0.0,9.48,1,train_augmentation_only,noise_high,42,151680,151680,0.79423987865448,0.8093245625495911,10.0,,0.21011255357882966,345465_seg_0,345465,FSD50K_UPLOADER::artmasterrich,4,FSD50K
28,046545bc-7f2c-4425-9be2-ffc22bba515e_seg_0__aug01__noise_moderate,30,046545bc-7f2c-4425-9be2-ffc22bba515e_seg_0,046545bc-7f2c-4425-9be2-ffc22bba515e,COUGHVID_UUID::046545bc-7f2c-4425-9be2-ffc22bba515e,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\046545bc-7f2c-4425-9be2-ffc22bba515e.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.9850199818611145,0.9838763475418091,20.0,,1.1187370750460768,108843_seg_1,108843,FSD50K_UPLOADER::orestes910,1,FSD50K
29,04c60cde-024d-4829-838e-a469363c8ca3_seg_0__aug01__noise_moderate,31,04c60cde-024d-4829-838e-a469363c8ca3_seg_0,04c60cde-024d-4829-838e-a469363c8ca3,COUGHVID_UUID::04c60cde-024d-4829-838e-a469363c8ca3,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\04c60cde-024d-4829-838e-a469363c8ca3.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.745404839515686,0.7487914562225342,20.0,,0.015410565725680433,33734_seg_0,33734,FSD50K_UPLOADER::jobro,4,FSD50K
30,0512e4fa-684b-4d81-8dda-a38ffd0b67a9_seg_0__aug01__noise_high,32,0512e4fa-684b-4d81-8dda-a38ffd0b67a9_seg_0,0512e4fa-684b-4d81-8dda-a38ffd0b67a9,COUGHVID_UUID::0512e4fa-684b-4d81-8dda-a38ffd0b67a9,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\0512e4fa-684b-4d81-8dda-a38ffd0b67a9.wav,0.0,7.38,1,train_augmentation_only,noise_high,42,118080,118080,0.7805265188217163,0.7802748680114746,10.0,,0.14567176383647984,435251_seg_0,435251,FSD50K_UPLOADER::penetrermind,3,FSD50K
31,0526e565-ec8c-435b-b965-3c23cfb43f44_seg_0__aug01__noise_high,33,0526e565-ec8c-435b-b965-3c23cfb43f44_seg_0,0526e565-ec8c-435b-b965-3c23cfb43f44,COUGHVID_UUID::0526e565-ec8c-435b-b965-3c23cfb43f44,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\0526e565-ec8c-435b-b965-3c23cfb43f44.wav,0.0,5.94,1,train_augmentation_only,noise_high,42,95040,95040,0.8098815679550171,0.9628015160560608,10.0,,2.2327720813533127,264653_seg_0,264653,FSD50K_UPLOADER::michael klier,3,FSD50K
32,0527be95-d7f1-4156-8e37-1587355661ca_seg_0__aug01__noise_moderate,34,0527be95-d7f1-4156-8e37-1587355661ca_seg_0,0527be95-d7f1-4156-8e37-1587355661ca,COUGHVID_UUID::0527be95-d7f1-4156-8e37-1587355661ca,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\0527be95-d7f1-4156-8e37-1587355661ca.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.9926115274429321,0.9944813251495361,20.0,,4.12258791753707,430221_seg_0,430221,FSD50K_UPLOADER::jvidalmc90@gmail.com,0,FSD50K
33,052fc88d-aa01-4422-85fd-f0ddebb8bd95_seg_0__aug01__noise_moderate,35,052fc88d-aa01-4422-85fd-f0ddebb8bd95_seg_0,052fc88d-aa01-4422-85fd-f0ddebb8bd95,COUGHVID_UUID::052fc88d-aa01-4422-85fd-f0ddebb8bd95,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\052fc88d-aa01-4422-85fd-f0ddebb8bd95.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.86408531665802,0.8638178706169128,20.0,,1.1999124915883124,187961_seg_0,187961,FSD50K_UPLOADER::stomachache,1,FSD50K
34,05458ac9-b4d3-4558-b6b2-b2bf7036f16c_seg_0__aug01__noise_high,36,05458ac9-b4d3-4558-b6b2-b2bf7036f16c_seg_0,05458ac9-b4d3-4558-b6b2-b2bf7036f16c,COUGHVID_UUID::05458ac9-b4d3-4558-b6b2-b2bf7036f16c,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\05458ac9-b4d3-4558-b6b2-b2bf7036f16c.wav,0.0,9.84,1,train_augmentation_only,noise_high,42,157440,157440,0.9077988862991333,0.9089647531509399,10.0,,0.4989688147831657,270465_seg_0,270465,FSD50K_UPLOADER::littlerobotsoundfactory,3,FSD50K
35,062b77b9-9326-4d91-9b2a-9b10b41d1cd8_seg_0__aug01__noise_moderate,37,062b77b9-9326-4d91-9b2a-9b10b41d1cd8_seg_0,062b77b9-9326-4d91-9b2a-9b10b41d1cd8,COUGHVID_UUID::062b77b9-9326-4d91-9b2a-9b10b41d1cd8,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\062b77b9-9326-4d91-9b2a-9b10b41d1cd8.wav,0.0,6.84,1,train_augmentation_only,noise_moderate,42,109440,109440,1.0651642084121704,0.9990000128746033,20.0,,0.25417371493843666,415576_seg_0,415576,FSD50K_UPLOADER::hullum,3,FSD50K
36,062c3a7f-a783-4b43-806e-6db83aa0da15_seg_0__aug01__noise_high,38,062c3a7f-a783-4b43-806e-6db83aa0da15_seg_0,062c3a7f-a783-4b43-806e-6db83aa0da15,COUGHVID_UUID::062c3a7f-a783-4b43-806e-6db83aa0da15,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\062c3a7f-a783-4b43-806e-6db83aa0da15.wav,0.0,8.94,1,train_augmentation_only,noise_high,42,143040,143040,0.8694179058074951,0.8694179058074951,10.0,,1.4116288265436043,364260_seg_0,364260,FSD50K_UPLOADER::anaguilar,2,FSD50K
37,06993140-c36d-4d03-befe-713c646e3408_seg_0__aug01__noise_high,39,06993140-c36d-4d03-befe-713c646e3408_seg_0,06993140-c36d-4d03-befe-713c646e3408,COUGHVID_UUID::06993140-c36d-4d03-befe-713c646e3408,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\06993140-c36d-4d03-befe-713c646e3408.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.855055570602417,0.9644356966018677,10.0,,0.24672963701985973,372525_seg_0,372525,FSD50K_UPLOADER::glitchedtones,2,FSD50K
38,06ad9cc8-27ff-4d9e-bfec-f88a660d9253_seg_0__aug01__noise_moderate,40,06ad9cc8-27ff-4d9e-bfec-f88a660d9253_seg_0,06ad9cc8-27ff-4d9e-bfec-f88a660d9253,COUGHVID_UUID::06ad9cc8-27ff-4d9e-bfec-f88a660d9253,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\06ad9cc8-27ff-4d9e-bfec-f88a660d9253.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.827839732170105,0.8234751224517822,20.0,,0.055662871406788474,71038_seg_0,71038,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
39,06b49798-22b7-4570-85b9-1390947ff34d_seg_0__aug01__noise_moderate,41,06b49798-22b7-4570-85b9-1390947ff34d_seg_0,06b49798-22b7-4570-85b9-1390947ff34d,COUGHVID_UUID::06b49798-22b7-4570-85b9-1390947ff34d,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\06b49798-22b7-4570-85b9-1390947ff34d.wav,0.0,9.36,1,train_augmentation_only,noise_moderate,42,149760,149760,0.769861102104187,0.7711566090583801,20.0,,0.04215228938297909,274980_seg_0,274980,FSD50K_UPLOADER::alienxxx,4,FSD50K
40,06b568b5-b9f8-4334-816c-c16009bb5de7_seg_0__aug01__noise_moderate,42,06b568b5-b9f8-4334-816c-c16009bb5de7_seg_0,06b568b5-b9f8-4334-816c-c16009bb5de7,COUGHVID_UUID::06b568b5-b9f8-4334-816c-c16009bb5de7,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\06b568b5-b9f8-4334-816c-c16009bb5de7.wav,0.0,4.68,1,train_augmentation_only,noise_moderate,42,74880,74880,1.0067505836486816,0.9990000128746033,20.0,,0.20938410815188727,54057_seg_0,54057,FSD50K_UPLOADER::castrathica,0,FSD50K
41,06b58ff7-42e9-49d8-8b56-dd82e7b18ace_seg_0__aug01__noise_moderate,43,06b58ff7-42e9-49d8-8b56-dd82e7b18ace_seg_0,06b58ff7-42e9-49d8-8b56-dd82e7b18ace,COUGHVID_UUID::06b58ff7-42e9-49d8-8b56-dd82e7b18ace,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\06b58ff7-42e9-49d8-8b56-dd82e7b18ace.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.7312008738517761,0.7309064865112305,20.0,,0.12424251703765474,403449_seg_0,403449,FSD50K_UPLOADER::anez,1,FSD50K
