fname,source_archive_member,destination_path,file_size_bytes,sha256,sample_rate,channels,subtype,frames,duration_seconds,extraction_status
145487,FSD50K.dev_audio\145487.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\145487.wav,62642,93a90d2cd5e4c0a77ac08cff1b3e38520fe8d78acc74bbc3b5d5780ab69ef50e,44100,1,PCM_16,31282,0.709342403628118,extracted_and_validated
148205,FSD50K.dev_audio\148205.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\148205.wav,197038,ef7b087d0a2745ff25a867ae00a4e7450bd52cfc8e1cdf85cee892d671797174,44100,1,PCM_16,98480,2.2331065759637188,extracted_and_validated
148212,FSD50K.dev_audio\148212.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\148212.wav,373222,c75a93c71cf2426139db2002168d87578a1436bdb830a03913f531375bd68925,44100,1,PCM_16,186572,4.230657596371882,extracted_and_validated
148224,FSD50K.dev_audio\148224.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\148224.wav,96716,f820a25aba4000e0fde922c97f73ad62896529acb806ed80a983d3689c9abbe5,44100,1,PCM_16,48319,1.0956689342403627,extracted_and_validated
148225,FSD50K.dev_audio\148225.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\148225.wav,79872,6b54c3a891bd1e07ea1c90a2ec35a14f30c7e7eb0b75da4fdd2faa4b6b7a975e,44100,1,PCM_16,39897,0.9046938775510204,extracted_and_validated
148310,FSD50K.dev_audio\148310.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\148310.wav,642174,3126d40b98b2e47ad21de4eb7881ce9884863a068fd9ec6fb271e8c36666655e,44100,1,PCM_16,321048,7.28,extracted_and_validated
149042,FSD50K.dev_audio\149042.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\149042.wav,178390,e1a374fe0fc92954399525413e601d36aadd7cc0b5794e4e1fac8bfa1683b9b7,44100,1,PCM_16,89156,2.0216780045351475,extracted_and_validated
149043,FSD50K.dev_audio\149043.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\149043.wav,250672,a75d68df725ae622ba408c78a5bd9b52643c6a7843f2245a15694e5440c37a91,44100,1,PCM_16,125297,2.841201814058957,extracted_and_validated
151212,FSD50K.dev_audio\151212.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\151212.wav,142372,04aa72f194b69d8339fe845febbd74a5e2143d7ac0af2d0773e9050c107a67e7,44100,1,PCM_16,71147,1.6133106575963718,extracted_and_validated
151213,FSD50K.dev_audio\151213.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\151213.wav,98400,a9f9105747f39b3e54cf2db3859a1d075b42c66722117c550e3be04bbcd4a194,44100,1,PCM_16,49161,1.1147619047619048,extracted_and_validated
151217,FSD50K.dev_audio\151217.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\151217.wav,79318,532812cc8e4d3b2ba6ff2fc5f4761f9cf729f6b3161c414cfd7337324716df41,44100,1,PCM_16,39620,0.8984126984126984,extracted_and_validated
151921,FSD50K.dev_audio\151921.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\151921.wav,82656,3b4244d1158aacd875a4f07eae640b9f2da7487e7d752d0996378abea23dd0e2,44100,1,PCM_16,41289,0.9362585034013605,extracted_and_validated
154434,FSD50K.dev_audio\154434.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\154434.wav,33692,9dabe2c10f16298e06da5b57c860090a3f229b23bd43090b0153275eac26f311,44100,1,PCM_16,16807,0.3811111111111111,extracted_and_validated
154443,FSD50K.dev_audio\154443.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\154443.wav,84112,4899feb5bdc16d022728d875339c462d71f0f6044fe5c76057834d26f3abc529,44100,1,PCM_16,42017,0.9527664399092971,extracted_and_validated
154444,FSD50K.dev_audio\154444.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\154444.wav,171882,faecf79a3d8a12793de843773ef2a2a4710295c2fc520cf4499ebfd67a001d80,44100,1,PCM_16,85902,1.947891156462585,extracted_and_validated
155904,FSD50K.dev_audio\155904.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\155904.wav,650844,1e642ed8e094f0a4fc29d7e9d7777319ad522db421aa923f2b870e0feb016af5,44100,1,PCM_16,325383,7.378299319727891,extracted_and_validated
155905,FSD50K.dev_audio\155905.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\155905.wav,186136,e6caa04e71f621c7363741051127a323f6401225a851c2945c005abbe9bf3bcb,44100,1,PCM_16,93029,2.109501133786848,extracted_and_validated
157293,FSD50K.dev_audio\157293.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\157293.wav,467022,6ae998e16037d175c3319bac7b6cf54dc898bc8c600f3d642da3900b57c3b96f,44100,1,PCM_16,233472,5.294149659863946,extracted_and_validated
157296,FSD50K.dev_audio\157296.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\157296.wav,599150,ffa52b44c833779bc8168ae5b8e557faf029719e1e162fea11f456ebedc3e74a,44100,1,PCM_16,299536,6.792199546485261,extracted_and_validated
169726,FSD50K.dev_audio\169726.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\169726.wav,110580,db8fb324d3a6388c64890053a9ce74690adaa7f98a9709c61c8428d17a24314a,44100,1,PCM_16,55251,1.252857142857143,extracted_and_validated
171396,FSD50K.dev_audio\171396.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\171396.wav,1256930,1ad1ef0b8c7b0f846d581222679fd80070385d8527c4d633dfee46627a90ee5d,44100,1,PCM_16,628426,14.250022675736961,extracted_and_validated
171542,FSD50K.dev_audio\171542.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\171542.wav,1944654,a75777512289f332c687d2c0dd54de400a54449e12a19030861317cac37e082c,44100,1,PCM_16,972288,22.04734693877551,extracted_and_validated
17167,FSD50K.dev_audio\17167.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\17167.wav,132556,422399a213ffd29c244fe4d2d60e0e1e7ad12fa6580befcf902b52301c112592,44100,1,PCM_16,66239,1.5020181405895692,extracted_and_validated
17168,FSD50K.dev_audio\17168.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\17168.wav,66114,8abdc68583ebafadfef6563d45494fdf052eabe253d590054528ea5fbce51d65,44100,1,PCM_16,33018,0.7487074829931972,extracted_and_validated
177835,FSD50K.dev_audio\177835.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\177835.wav,1206368,956dc5a9dc3155a2d9d40cc278e644f1e0c5ef6089ce208831eb5df4eea1429d,44100,1,PCM_16,603145,13.676757369614512,extracted_and_validated
178997,FSD50K.dev_audio\178997.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\178997.wav,494670,74e854a1edf83a8526d8ac832f91b6f2adcdda5cfa1299628710a3e42a135836,44100,1,PCM_16,247296,5.607619047619048,extracted_and_validated
180036,FSD50K.dev_audio\180036.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180036.wav,1597352,14929e213ff6dc2494607f72f8a5d4530a3bcd3a67bd44bcf413fbfee0181b3c,44100,1,PCM_16,798637,18.109682539682538,extracted_and_validated
180037,FSD50K.dev_audio\180037.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180037.wav,1994290,4393b9eaef74402f6afcaf3d822fc820dfcf7991c28f5458566970127a463ef3,44100,1,PCM_16,997106,22.610113378684808,extracted_and_validated
180040,FSD50K.dev_audio\180040.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180040.wav,508158,be6d0e9e09de4cdd42b44559225694a9ed4dd2702681c184a4078a4ecc1a1173,44100,1,PCM_16,254040,5.760544217687075,extracted_and_validated
180041,FSD50K.dev_audio\180041.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180041.wav,1525646,97ecd59bc60811cc4b34c6cf7abccdf1ec9f45ed7cd61b896f45ab4366d3c263,44100,1,PCM_16,762784,17.296689342403628,extracted_and_validated
180042,FSD50K.dev_audio\180042.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180042.wav,1970350,3ef32e80e46b800831b6f9df589c8012565034828d9e47182a05c799c3a1a8b6,44100,1,PCM_16,985136,22.338684807256236,extracted_and_validated
180043,FSD50K.dev_audio\180043.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180043.wav,2518246,def87b5b5c28a28ac23d119f1b362233e6f88ec1a2b430c5477617f21f605263,44100,1,PCM_16,1259084,28.55065759637188,extracted_and_validated
180044,FSD50K.dev_audio\180044.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180044.wav,2416630,3c8bb7ff783c7bfc61337be7ed1ad800b130b552f7854f902880cc6840ee44b1,44100,1,PCM_16,1208276,27.39854875283447,extracted_and_validated
180045,FSD50K.dev_audio\180045.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180045.wav,463700,565449f2ded8dd46719a575c4e51d3f77df7b1c78d8d45538ccf94ac2cde3a6f,44100,1,PCM_16,231811,5.256485260770975,extracted_and_validated
180046,FSD50K.dev_audio\180046.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180046.wav,2575404,a3afba7c654acf720ca839604e424c258fd2e4ad190e34d9ff18a41a8cbe5993,44100,1,PCM_16,1287663,29.198707482993196,extracted_and_validated
184871,FSD50K.dev_audio\184871.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\184871.wav,1116422,511a8d863a6348ab5f9b859c2a722d3f5f9b2e34e518fb1ea255ae6f8094e981,44100,1,PCM_16,558172,12.656961451247165,extracted_and_validated
19111,FSD50K.dev_audio\19111.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19111.wav,75582,adb253d05ed9f860937ddd50bd9d163994009b28c5e6717068e3dc0dda03e7bf,44100,1,PCM_16,37752,0.8560544217687075,extracted_and_validated
19112,FSD50K.dev_audio\19112.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19112.wav,105806,c67a399bd14204e430b9e9191640399936715fb6eb0bd656d573a508c3ce3980,44100,1,PCM_16,52864,1.1987301587301586,extracted_and_validated
19113,FSD50K.dev_audio\19113.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19113.wav,214854,d9b09d0061595075e011d1315ec74272ca8a9c40ada18651798d8a691122434e,44100,1,PCM_16,107388,2.4351020408163264,extracted_and_validated
19114,FSD50K.dev_audio\19114.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19114.wav,137202,21d5ca7097f76c87f7a8ef3a35bf38757a5453086ba958aff04aa5af1ce484aa,44100,1,PCM_16,68562,1.5546938775510204,extracted_and_validated
19115,FSD50K.dev_audio\19115.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19115.wav,125838,70a775984529d7336f79303edc0eb9d9a732c19e6107806dcea80ae8547c942d,44100,1,PCM_16,62880,1.4258503401360545,extracted_and_validated
19116,FSD50K.dev_audio\19116.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19116.wav,51710,9264d1e6036e2b5f71136a119d01232d8a8a95d661dff2731de2496ad6b8bf77,44100,1,PCM_16,25816,0.5853968253968254,extracted_and_validated
19117,FSD50K.dev_audio\19117.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19117.wav,65486,556b8db74499baf487cf2faf86234a0823bd5659bfa0f26a2ff94f8a1a6399b9,44100,1,PCM_16,32704,0.7415873015873016,extracted_and_validated
19118,FSD50K.dev_audio\19118.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19118.wav,96902,5b7a7cd1d58118d94f1a3f07fda946d0d35e87b273377f107fe5f5dfc37bd07e,44100,1,PCM_16,48412,1.0977777777777777,extracted_and_validated
19119,FSD50K.dev_audio\19119.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19119.wav,72458,d222ff282abdc5a3360f89b8eeea4763f1456a657708da06e1e84d55a9a16037,44100,1,PCM_16,36190,0.8206349206349206,extracted_and_validated
19120,FSD50K.dev_audio\19120.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19120.wav,101382,76c9abd2671afea97763e9e1a70c68abaeafda505960fada8457b6c50e654089,44100,1,PCM_16,50652,1.1485714285714286,extracted_and_validated
19122,FSD50K.dev_audio\19122.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19122.wav,54198,a6016b0d0b4acbadef1d7c9fa02478d1b40b1d1f776f9d5d8b1c2be765c49cb0,44100,1,PCM_16,27060,0.6136054421768707,extracted_and_validated
19123,FSD50K.dev_audio\19123.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19123.wav,38526,61f545761046180cb0d67e6ee83c9334080df6780c91de783382323745b0849f,44100,1,PCM_16,19224,0.4359183673469388,extracted_and_validated
19124,FSD50K.dev_audio\19124.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19124.wav,54946,53990e5c884582031d9bfe060a0558f1ab8889ee501fec16b7524f86fe478a93,44100,1,PCM_16,27434,0.6220861678004536,extracted_and_validated
191337,FSD50K.dev_audio\191337.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\191337.wav,1001780,d56dc7cb76086376f3953ed06ddc0a904477c5f768216d815d0affff2b2e17a8,44100,1,PCM_16,500851,11.357165532879819,extracted_and_validated
195771,FSD50K.dev_audio\195771.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\195771.wav,129800,6b18d8af96e750f2b2acfb67f012ed32c8984565efe824f8863d5d99e78e90a0,44100,1,PCM_16,64861,1.4707709750566893,extracted_and_validated
196283,FSD50K.dev_audio\196283.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\196283.wav,2555206,d3e6560b3a68ce2aa4aa2b9807109fd9b9daac5fcfeb7821f719c115f9fc0e78,44100,1,PCM_16,1277564,28.969705215419502,extracted_and_validated
19803,FSD50K.dev_audio\19803.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19803.wav,94802,006780361ad210a94dc9dffd0417c305653b49553755e654daded9d4ba21c92f,44100,1,PCM_16,47362,1.073968253968254,extracted_and_validated
19804,FSD50K.dev_audio\19804.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19804.wav,57392,d20c763df7239f7bb3344d622cf9df11cc36ef8748353b3d0e111f8fb469f29f,44100,1,PCM_16,28657,0.6498185941043084,extracted_and_validated
201733,FSD50K.dev_audio\201733.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\201733.wav,324338,853155b693bbabf7d30198037558e92d3a53a84ec5680aecc622b558c4b20d35,44100,1,PCM_16,162130,3.6764172335600906,extracted_and_validated
208761,FSD50K.dev_audio\208761.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\208761.wav,506190,dc45936d26ccca05f100a16663e0a868424281ba8acd07cd059c1209916ca99c,44100,1,PCM_16,253056,5.738231292517007,extracted_and_validated
210431,FSD50K.dev_audio\210431.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\210431.wav,1555742,fa358c72a854bbb0ed2240a7df89d4d0520d9e4a0d42559566f1061e098bad26,44100,1,PCM_16,777832,17.637913832199548,extracted_and_validated
210733,FSD50K.dev_audio\210733.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\210733.wav,1192056,643887030ffaa563fb190dc02d696ef831e28af5c195814331aba46aa6bfa846,44100,1,PCM_16,595989,13.514489795918367,extracted_and_validated
211197,FSD50K.dev_audio\211197.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\211197.wav,571470,68a38c8404e18726d53a0e45ff322f47a459dbfbbe68408784ad5b1d4b7fc7fb,44100,1,PCM_16,285696,6.478367346938776,extracted_and_validated
211524,FSD50K.dev_audio\211524.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\211524.wav,248910,f98a732c0eec6e8954fa412ec363df3f17d3465a4eaa448e2fb21d3f788fb347,44100,1,PCM_16,124416,2.8212244897959184,extracted_and_validated
213047,FSD50K.dev_audio\213047.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\213047.wav,139788,e924c420304a3a14b7b98586b6774f232b6f81c6dd5c64dbd88999baeb689290,44100,1,PCM_16,69855,1.584013605442177,extracted_and_validated
213856,FSD50K.dev_audio\213856.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\213856.wav,970278,95e9d7a501954847c4977b223e6523ce9f3681833c7f1b3544760e2afe78d3f3,44100,1,PCM_16,485100,11.0,extracted_and_validated
218306,FSD50K.dev_audio\218306.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\218306.wav,1595676,399cb938cad6b91e5ae0b935315c48f802e38a402828b3059fc96bba7e3b5aff,44100,1,PCM_16,797799,18.090680272108845,extracted_and_validated
223522,FSD50K.dev_audio\223522.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\223522.wav,1142950,a7aa0727a7063fe9dead41ff0fc781f94e16fe0e671fd00f36e6c616279db4b5,44100,1,PCM_16,571436,12.957732426303854,extracted_and_validated
240373,FSD50K.dev_audio\240373.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\240373.wav,112750,cb75364ed8553a1459522751d56895b5245a85f2ab405047b800775514d5a4a5,44100,1,PCM_16,56336,1.2774603174603174,extracted_and_validated
240374,FSD50K.dev_audio\240374.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\240374.wav,52364,2bef4c5654d813e4d76486494a7cb8541a2adc0565d4edd62816d8a3e6cc340a,44100,1,PCM_16,26143,0.5928117913832199,extracted_and_validated
240375,FSD50K.dev_audio\240375.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\240375.wav,65402,dba28e4e7d94a1beb53836068023dc9be15626b56150550512273dabdd627633,44100,1,PCM_16,32662,0.7406349206349206,extracted_and_validated
252219,FSD50K.dev_audio\252219.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252219.wav,47184,b022dad4430bfa67ff116be907a3106a922471ce3e09121e27e292696db27211,44100,1,PCM_16,23553,0.5340816326530612,extracted_and_validated
252220,FSD50K.dev_audio\252220.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252220.wav,61008,6581bfb80f8cb64f1af610ca1ad89ee7e9fda89dd05acf14e914370a852294e3,44100,1,PCM_16,30465,0.6908163265306122,extracted_and_validated
252223,FSD50K.dev_audio\252223.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252223.wav,93534,b2913032e1899169c0dbb2f5a856a764a3571001bb6215932864412a432d0501,44100,1,PCM_16,46728,1.059591836734694,extracted_and_validated
252229,FSD50K.dev_audio\252229.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252229.wav,61520,bb19ed14ffbfea967f43005a64a8c0f1854010f5069039fa5828053c6c5996e9,44100,1,PCM_16,30721,0.6966213151927437,extracted_and_validated
