segment_id,original_uuid,split,fold,split_group,audio_path,source_duration_seconds,start_time,end_time,segment_duration,discarded_tail_seconds,segmentation_policy,requires_manual_review,review_order,review_audio_filename,automatic_decision,segment_review_decision,segment_review_notes,segment_review_source,stage1_inclusion,stage1_target
151212_fsdcough_seg_0,151212,train,4,FSD50K_UPLOADER::owlstorm,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\151212.wav,1.6133106575963718,0.0,1.6133106575963718,1.6133106575963718,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
151213_fsdcough_seg_0,151213,train,4,FSD50K_UPLOADER::owlstorm,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\151213.wav,1.1147619047619048,0.0,1.1147619047619048,1.1147619047619048,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
151217_fsdcough_seg_0,151217,train,4,FSD50K_UPLOADER::owlstorm,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\151217.wav,0.8984126984126984,0.0,0.8984126984126984,0.8984126984126984,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
152367_fsdcough_seg_0,152367,train,3,FSD50K_UPLOADER::cogitoandcradle,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\152367.wav,3.2624943310657595,0.0,3.2624943310657595,3.2624943310657595,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
152995_fsdcough_seg_0,152995,train,4,FSD50K_UPLOADER::nmb910,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\152995.wav,3.0,0.0,3.0,3.0,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
155904_fsdcough_seg_0,155904,train,3,FSD50K_UPLOADER::tiptoe84,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\155904.wav,7.378299319727891,0.0,7.378299319727891,7.378299319727891,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
155905_fsdcough_seg_0,155905,train,3,FSD50K_UPLOADER::tiptoe84,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\155905.wav,2.109501133786848,0.0,2.109501133786848,2.109501133786848,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
157293_fsdcough_seg_0,157293,train,2,FSD50K_UPLOADER::husky70,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\157293.wav,5.294149659863946,0.0,5.294149659863946,5.294149659863946,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
157296_fsdcough_seg_0,157296,train,2,FSD50K_UPLOADER::husky70,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\157296.wav,6.792199546485261,0.0,6.792199546485261,6.792199546485261,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
169726_fsdcough_seg_0,169726,train,1,FSD50K_UPLOADER::qubodup,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\169726.wav,1.252857142857143,0.0,1.252857142857143,1.252857142857143,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
171396_fsdcough_seg_0,171396,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\171396.wav,14.25002267573696,0.0,10.0,10.0,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,1,001_171396_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
171396_fsdcough_seg_1,171396,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\171396.wav,14.25002267573696,10.0,14.25002267573696,4.250022675736959,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,2,002_171396_fsdcough_seg_1.wav,,SI,,manual_segment_audit,True,1.0
17167_fsdcough_seg_0,17167,train,3,FSD50K_UPLOADER::lg,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\17167.wav,1.5020181405895692,0.0,1.5020181405895692,1.5020181405895692,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
17168_fsdcough_seg_0,17168,train,3,FSD50K_UPLOADER::lg,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\17168.wav,0.7487074829931972,0.0,0.7487074829931972,0.7487074829931972,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
177835_fsdcough_seg_0,177835,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\177835.wav,13.676757369614512,0.0,10.0,10.0,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,3,003_177835_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
177835_fsdcough_seg_1,177835,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\177835.wav,13.676757369614512,10.0,13.676757369614512,3.6767573696145117,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,4,004_177835_fsdcough_seg_1.wav,,SI,,manual_segment_audit,True,1.0
178997_fsdcough_seg_0,178997,train,3,FSD50K_UPLOADER::bigtexan7213,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\178997.wav,5.607619047619048,0.0,5.607619047619048,5.607619047619048,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
180037_fsdcough_seg_0,180037,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180037.wav,22.610113378684808,0.0,10.0,10.0,2.610113378684808,fsd50k_cough_two_nonoverlap_10s_max20s,True,5,005_180037_fsdcough_seg_0.wav,,NO,,manual_segment_audit,True,0.0
180037_fsdcough_seg_1,180037,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180037.wav,22.610113378684808,10.0,20.0,10.0,2.610113378684808,fsd50k_cough_two_nonoverlap_10s_max20s,True,6,006_180037_fsdcough_seg_1.wav,,SI,,manual_segment_audit,True,1.0
180040_fsdcough_seg_0,180040,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180040.wav,5.760544217687075,0.0,5.760544217687075,5.760544217687075,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
180041_fsdcough_seg_0,180041,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180041.wav,17.296689342403628,0.0,10.0,10.0,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,7,007_180041_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
180041_fsdcough_seg_1,180041,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180041.wav,17.296689342403628,10.0,17.296689342403628,7.296689342403628,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,8,008_180041_fsdcough_seg_1.wav,,SI,,manual_segment_audit,True,1.0
180042_fsdcough_seg_0,180042,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180042.wav,22.33868480725624,0.0,10.0,10.0,2.3386848072562394,fsd50k_cough_two_nonoverlap_10s_max20s,True,9,009_180042_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
180042_fsdcough_seg_1,180042,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180042.wav,22.33868480725624,10.0,20.0,10.0,2.3386848072562394,fsd50k_cough_two_nonoverlap_10s_max20s,True,10,010_180042_fsdcough_seg_1.wav,,NO,,manual_segment_audit,True,0.0
180043_fsdcough_seg_0,180043,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180043.wav,28.55065759637188,0.0,10.0,10.0,8.550657596371881,fsd50k_cough_two_nonoverlap_10s_max20s,True,11,011_180043_fsdcough_seg_0.wav,,NO,,manual_segment_audit,True,0.0
180043_fsdcough_seg_1,180043,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180043.wav,28.55065759637188,10.0,20.0,10.0,8.550657596371881,fsd50k_cough_two_nonoverlap_10s_max20s,True,12,012_180043_fsdcough_seg_1.wav,,SI,,manual_segment_audit,True,1.0
180045_fsdcough_seg_0,180045,train,2,FSD50K_UPLOADER::unfa,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\180045.wav,5.256485260770975,0.0,5.256485260770975,5.256485260770975,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
189786_fsdcough_seg_0,189786,train,3,FSD50K_UPLOADER::dnewtonjr,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\189786.wav,1.4166666666666667,0.0,1.4166666666666667,1.4166666666666667,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19111_fsdcough_seg_0,19111,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19111.wav,0.8560544217687075,0.0,0.8560544217687075,0.8560544217687075,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19112_fsdcough_seg_0,19112,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19112.wav,1.1987301587301586,0.0,1.1987301587301586,1.1987301587301586,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19113_fsdcough_seg_0,19113,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19113.wav,2.4351020408163264,0.0,2.4351020408163264,2.4351020408163264,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19114_fsdcough_seg_0,19114,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19114.wav,1.5546938775510204,0.0,1.5546938775510204,1.5546938775510204,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19115_fsdcough_seg_0,19115,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19115.wav,1.4258503401360545,0.0,1.4258503401360545,1.4258503401360545,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19117_fsdcough_seg_0,19117,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19117.wav,0.7415873015873016,0.0,0.7415873015873016,0.7415873015873016,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19118_fsdcough_seg_0,19118,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19118.wav,1.0977777777777775,0.0,1.0977777777777775,1.0977777777777775,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19119_fsdcough_seg_0,19119,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19119.wav,0.8206349206349206,0.0,0.8206349206349206,0.8206349206349206,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19120_fsdcough_seg_0,19120,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19120.wav,1.1485714285714286,0.0,1.1485714285714286,1.1485714285714286,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19123_fsdcough_seg_0,19123,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19123.wav,0.4359183673469388,0.0,0.4359183673469388,0.4359183673469388,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
19124_fsdcough_seg_0,19124,train,4,FSD50K_UPLOADER::fratz,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19124.wav,0.6220861678004536,0.0,0.6220861678004536,0.6220861678004536,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
195771_fsdcough_seg_0,195771,train,4,FSD50K_UPLOADER::xdimebagx,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\195771.wav,1.4707709750566893,0.0,1.4707709750566893,1.4707709750566893,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
196283_fsdcough_seg_0,196283,train,3,FSD50K_UPLOADER::paulw2k,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\196283.wav,28.969705215419506,0.0,10.0,10.0,8.969705215419506,fsd50k_cough_two_nonoverlap_10s_max20s,True,13,013_196283_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
196283_fsdcough_seg_1,196283,train,3,FSD50K_UPLOADER::paulw2k,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\196283.wav,28.969705215419506,10.0,20.0,10.0,8.969705215419506,fsd50k_cough_two_nonoverlap_10s_max20s,True,14,014_196283_fsdcough_seg_1.wav,,SI,,manual_segment_audit,True,1.0
19804_fsdcough_seg_0,19804,train,3,FSD50K_UPLOADER::lg,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\19804.wav,0.6498185941043084,0.0,0.6498185941043084,0.6498185941043084,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
207829_fsdcough_seg_0,207829,train,2,FSD50K_UPLOADER::nigelnix,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\207829.wav,2.1681632653061222,0.0,2.1681632653061222,2.1681632653061222,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
208761_fsdcough_seg_0,208761,train,0,FSD50K_UPLOADER::harris85,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\208761.wav,5.738231292517007,0.0,5.738231292517007,5.738231292517007,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
210733_fsdcough_seg_0,210733,train,1,FSD50K_UPLOADER::qubodup,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\210733.wav,13.514489795918369,0.0,10.0,10.0,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,15,015_210733_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
210733_fsdcough_seg_1,210733,train,1,FSD50K_UPLOADER::qubodup,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\210733.wav,13.514489795918369,10.0,13.514489795918369,3.5144897959183687,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,16,016_210733_fsdcough_seg_1.wav,,SI,,manual_segment_audit,True,1.0
211197_fsdcough_seg_0,211197,train,2,FSD50K_UPLOADER::squeakyballoon,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\211197.wav,6.478367346938776,0.0,6.478367346938776,6.478367346938776,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
213047_fsdcough_seg_0,213047,train,2,FSD50K_UPLOADER::taira komori,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\213047.wav,1.584013605442177,0.0,1.584013605442177,1.584013605442177,0.0,fsd50k_cough_full_clip_up_to_10s,False,,,SI,SI,automatic_positive_from_approved_clip_up_to_10s,automatic_original_clip_audit,True,1.0
213856_fsdcough_seg_0,213856,train,1,FSD50K_UPLOADER::qubodup,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\213856.wav,11.0,0.0,10.0,10.0,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,17,017_213856_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
213856_fsdcough_seg_1,213856,train,1,FSD50K_UPLOADER::qubodup,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\213856.wav,11.0,10.0,11.0,1.0,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,18,018_213856_fsdcough_seg_1.wav,,NO,,manual_segment_audit,True,0.0
223522_fsdcough_seg_0,223522,train,2,FSD50K_UPLOADER::jaraxe,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\223522.wav,12.957732426303854,0.0,10.0,10.0,0.0,fsd50k_cough_two_nonoverlap_10s_max20s,True,19,019_223522_fsdcough_seg_0.wav,,SI,,manual_segment_audit,True,1.0
